"","track_name","artist_name","album_name","artist_genres","track_popularity","artist_popularity","mood_danceability","mood_valence","mood_energy","mood_tempo","prop_loudness","prop_speechiness","prop_instrumentalness","context_liveness","context_acousticness"
"51","Blinding Lights","The Weeknd","After Hours","['canadian contemporary r&b', 'canadian pop', 'pop']","89","97","0.514","0.334","0.73","171.005","-5.934","0.0598","9.54e-05","0.0897","0.00146"
"52","LA NOCHE DE ANOCHE","Bad Bunny","EL ??LTIMO TOUR DEL MUNDO","['latin', 'reggaeton', 'trap latino']","82","100","0.856","0.391","0.618","81.993","-4.892","0.286","0.0","0.0866","0.0303"
"53","Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5","Beautiful Mistakes (feat. Megan Thee Stallion)","['pop', 'pop rock']","33","90","0.713","0.721","0.676","99.048","-5.483","0.027","0.0","0.154","0.0377"
"54","Therefore I Am","Billie Eilish","Therefore I Am","['art pop', 'electropop', 'pop']","75","93","0.889","0.716","0.34","94.009","-7.773","0.0697","0.13","0.055","0.218"
"55","test drive","Ariana Grande","Positions (Deluxe)","['dance pop', 'pop']","66","93","0.698","0.322","0.708","115.036","-4.943","0.0454","0.0","0.124","0.0251"
"56","The Business","Ti??sto","The Business","['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']","83","87","0.798","0.235","0.62","120.031","-7.079","0.232","0.0192","0.112","0.414"
"57","Lemonade","Internet Money","Lemonade (feat. Gunna, Don Toliver & NAV)","['rap', 'trap']","77","79","0.799","0.471","0.66","140.04","-6.153","0.079","0.0","0.111","0.256"
"58","Watermelon Sugar","Harry Styles","Fine Line","['pop']","88","93","0.548","0.557","0.816","95.39","-4.209","0.0465","0.0","0.335","0.122"
"59","Lost Cause","Billie Eilish","Lost Cause","['art pop', 'electropop', 'pop']","4","93","0.671","0.518","0.336","75.051","-8.494","0.241","0.00751","0.0577","0.705"
"60","Selfish Love (with Selena Gomez)","DJ Snake","Selfish Love (with Selena Gomez)","['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']","64","82","0.723","0.443","0.646","110.971","-7.973","0.102","0.352","0.0994","0.0206"
"61","What You Know Bout Love","Pop Smoke","LOVE","['brooklyn drill']","27","88","0.584","0.56","0.547","83.917","-8.502","0.382","1.64e-06","0.134","0.655"
"62","Dynamite","BTS","BE","['k-pop', 'k-pop boy group']","38","96","0.746","0.737","0.765","114.044","-4.41","0.0993","0.0","0.0936","0.0112"
"63","Head & Heart (feat. MNEK)","Joel Corry","Head & Heart (feat. MNEK)","['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']","81","82","0.734","0.905","0.874","122.953","-3.158","0.0662","1.14e-05","0.0489","0.168"
"64","Save Your Tears","The Weeknd","After Hours","['canadian contemporary r&b', 'canadian pop', 'pop']","87","97","0.68","0.644","0.826","118.051","-5.487","0.0309","1.24e-05","0.543","0.0212"
"65","Body","Megan Thee Stallion","Good News","['dance pop', 'houston rap', 'pop', 'trap queen']","73","87","0.914","0.469","0.732","94.066","-6.1","0.241","0.0","0.107","0.0166"
"66","Best Friend (feat. Doja Cat)","Saweetie","Best Friend (feat. Doja Cat)","['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']","76","80","0.84","0.402","0.766","94.018","-4.12","0.136","3.61e-06","0.0684","0.00302"
"67","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Ariana Grande","34+35 (Remix)","['dance pop', 'pop']","69","93","0.88","0.726","0.662","109.988","-5.766","0.304","0.0","0.227","0.205"
"68","What???s Next","Drake","Scary Hours 2","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","75","98","0.781","0.0628","0.594","129.895","-6.959","0.0485","0.0","0.162","0.0136"
"69","On The Ground","ROS??","R","['k-pop']","69","68","0.311","0.286","0.607","188.7","-6.578","0.11","0.0","0.131","0.0174"
"70","As I Am (feat. Khalid)","Justin Bieber","Justice","['canadian pop', 'pop']","70","96","0.595","0.109","0.543","99.928","-8.149","0.038","0.0","0.0975","0.127"
"71","Met Him Last Night (feat. Ariana Grande)","Demi Lovato","Dancing With The Devil???The Art of Starting Over","['dance pop', 'pop', 'post-teen pop']","61","85","0.538","0.12","0.512","144.978","-4.548","0.0262","0.0","0.101","0.22"
"72","pov","Ariana Grande","Positions","['dance pop', 'pop']","76","93","0.487","0.173","0.534","131.798","-5.664","0.0555","0.0","0.1","0.36"
"73","m y . l i f e (with 21 Savage & Morray)","J. Cole","The Off-Season","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","77","91","0.597","0.0753","0.587","140.021","-7.026","0.137","0.0","0.214","0.0622"
"74","Your Power","Billie Eilish","Your Power","['art pop', 'electropop', 'pop']","7","93","0.634","0.203","0.285","129.65","-14.007","0.0807","0.000359","0.232","0.937"
"75","Yonaguni","Bad Bunny","Yonaguni","['latin', 'reggaeton', 'trap latino']","89","100","0.644","0.44","0.648","179.951","-4.601","0.118","0.0","0.135","0.276"
"76","Build a Bitch","Bella Poarch","Build a Bitch","['modern alternative pop']","77","69","0.855","0.866","0.463","102.931","-7.454","0.0367","1.77e-05","0.347","0.217"
"77","Need to Know","Doja Cat","Need to Know","['dance pop', 'pop']","72","94","0.664","0.194","0.609","130.041","-6.509","0.0707","0.0","0.0926","0.304"
"78","You Right","Doja Cat","Planet Her","['dance pop', 'pop']","85","94","0.828","0.436","0.621","128.986","-6.414","0.0565","0.00233","0.0845","0.0164"
"79","I WANNA BE YOUR SLAVE","M??neskin","Teatro d'ira - Vol. I","['indie rock italiano', 'italian pop']","83","82","0.75","0.958","0.608","132.507","-4.008","0.0387","0.0","0.178","0.00165"
"80","Permission to Dance","BTS","Butter / Permission to Dance","['k-pop', 'k-pop boy group']","36","96","0.702","0.646","0.741","124.925","-5.33","0.0427","0.0","0.337","0.00544"
"81","Motley Crew","Post Malone","Motley Crew","['dfw rap', 'melodic rap', 'rap']","79","91","0.797","0.288","0.631","129.915","-3.818","0.0786","3.71e-06","0.0998","0.0904"
"82","Fair Trade (with Travis Scott)","Drake","Certified Lover Boy","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","83","98","0.666","0.292","0.465","167.937","-8.545","0.26","0.0","0.215","0.0503"
"83","Need to Know","Doja Cat","Planet Her","['dance pop', 'pop']","88","94","0.664","0.194","0.609","130.041","-6.509","0.0707","0.0","0.0926","0.304"
"84","Hurricane","Kanye West","Donda","['chicago rap', 'rap']","20","96","0.587","0.351","0.561","80.009","-6.569","0.146","0.0","0.109","0.0466"
"85","Pepas","Farruko","Pepas","['latin', 'latin hip hop', 'reggaeton', 'trap latino']","88","90","0.762","0.442","0.766","130.001","-3.955","0.0343","6.98e-05","0.128","0.00776"
"86","THATS WHAT I WANT","Lil Nas X","MONTERO","['lgbtq+ hip hop', 'pop']","91","89","0.737","0.546","0.846","87.981","-4.51","0.22","0.0","0.0486","0.00614"
"87","I am not a woman, I'm a god","Halsey","If I Can???t Have Love, I Want Power","['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']","62","87","0.523","0.494","0.702","179.992","-6.74","0.0462","0.0325","0.063","0.00397"
"88","Rumors (feat. Cardi B)","Lizzo","Rumors (feat. Cardi B)","['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']","74","78","0.827","0.607","0.731","118.992","-5.524","0.088","0.0","0.418","0.13"
"89","Skate","Bruno Mars","Skate","['dance pop', 'pop']","57","92","0.708","0.698","0.598","112.027","-8.365","0.0291","0.0","0.17","0.037"
"90","t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW","t r a n s p a r e n t s o u l feat. Travis Barker","['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']","70","84","0.39","0.191","0.83","90.021","-5.201","0.0563","0.0","0.156","0.0021"
"91","Cold Heart - PNAU Remix","Elton John","Cold Heart (PNAU Remix)","['glam rock', 'mellow gold', 'piano rock']","90","88","0.796","0.942","0.798","116.032","-6.312","0.0317","4.19e-05","0.0952","0.034"
"92","Leave Before You Love Me (with Jonas Brothers)","Marshmello","Leave Before You Love Me","['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']","83","86","0.721","0.637","0.738","119.976","-4.77","0.0403","4.41e-06","0.118","0.00226"
"93","Girl From Rio","Anitta","Girl From Rio","['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']","64","87","0.692","0.733","0.639","140.059","-6.717","0.0352","0.0","0.199","0.00727"
"94","Arcade (feat. FLETCHER)","Duncan Laurence","Small Town Boy","['dutch pop']","70","73","0.446","0.267","0.395","71.944","-9.328","0.0365","0.00216","0.128","0.815"
