"","track_name","artist_name","album_name","artist_genres","track_popularity","artist_popularity","mood_danceability","mood_valence","mood_energy","mood_tempo","prop_loudness","prop_speechiness","prop_instrumentalness","context_liveness","context_acousticness"
"22","The Motto","Ti??sto","The Motto","['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']","96","87","0.754","0.464","0.763","117.953","-4.627","0.0435","2.23e-05","0.0901","0.0301"
"23","good 4 u","Olivia Rodrigo","SOUR","['pop']","96","90","0.563","0.688","0.664","166.928","-5.044","0.154","0.0","0.0849","0.335"
"24","Boyfriend","Dove Cameron","Boyfriend","['pop', 'post-teen pop']","96","80","0.345","0.232","0.612","179.773","-6.543","0.0608","0.0","0.194","0.232"
"25","Infinity","Jaymes Young","Feel Something","['modern rock', 'pop']","96","81","0.671","0.494","0.673","121.963","-6.941","0.0444","5.29e-05","0.304","0.148"
"26","X ??LTIMA VEZ","Daddy Yankee","LEGENDADDY","['latin', 'latin hip hop', 'reggaeton', 'trap latino']","86","92","0.812","0.573","0.855","90.04","-3.725","0.0554","0.000167","0.108","0.0789"
"27","My Universe","Coldplay","Music Of The Spheres","['permanent wave', 'pop']","89","92","0.573","0.47","0.711","105.006","-6.268","0.0406","0.0","0.328","0.0114"
"28","Blinding Lights","The Weeknd","After Hours","['canadian contemporary r&b', 'canadian pop', 'pop']","95","97","0.514","0.334","0.73","171.005","-5.934","0.0598","9.54e-05","0.0897","0.00146"
"29","I Love You So","The Walters","I Love You So","['chicago indie']","96","78","0.575","0.466","0.648","75.977","-4.891","0.0358","0.0","0.115","0.583"
"30","Another Love","Tom Odell","Long Way Down","['chill pop', 'pop']","59","78","0.442","0.139","0.538","122.758","-8.55","0.0451","2.95e-05","0.09","0.717"
"31","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Tainy","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']","95","84","0.639","0.138","0.703","169.888","-6.33","0.0794","1.78e-06","0.0865","0.0889"
"32","Need to Know","Doja Cat","Planet Her","['dance pop', 'pop']","94","94","0.664","0.194","0.609","130.041","-6.509","0.0707","0.0","0.0926","0.304"
"33","Sweater Weather","The Neighbourhood","I Love You.","['modern alternative rock', 'modern rock', 'pop']","94","89","0.612","0.398","0.807","124.053","-2.81","0.0336","0.0177","0.101","0.0495"
"34","Dandelions","Ruth B.","Safe Haven","['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']","94","80","0.609","0.454","0.692","116.959","-2.958","0.0259","0.0","0.0864","0.0157"
"35","Yonaguni","Bad Bunny","Yonaguni","['latin', 'reggaeton', 'trap latino']","95","100","0.644","0.44","0.648","179.951","-4.601","0.118","0.0","0.135","0.276"
"36","Kiss Me More (feat. SZA)","Doja Cat","Planet Her","['dance pop', 'pop']","89","94","0.764","0.781","0.705","110.97","-3.463","0.0284","8.92e-05","0.12","0.259"
"37","Do It To It","ACRAZE","Do It To It","[]","95","78","0.854","0.637","0.806","124.927","-8.262","0.0886","0.0542","0.0703","0.0209"
"38","Light Switch","Charlie Puth","Light Switch (Instrumental)","['dance pop', 'pop', 'viral pop']","83","85","0.69","0.912","0.626","184.009","-5.693","0.306","0.000335","0.0881","0.105"
"39","traitor","Olivia Rodrigo","SOUR","['pop']","94","90","0.38","0.0849","0.339","100.607","-7.885","0.0338","0.0","0.12","0.691"
"40","Something In The Way - Remastered","Nirvana","Nevermind (30th Anniversary Super Deluxe)","['grunge', 'permanent wave', 'rock']","62","86","0.426","0.0643","0.225","104.506","-12.422","0.0291","0.367","0.11","0.823"
"41","We Don't Talk About Bruno","Carolina Gait??n - La Gaita","Encanto (Original Motion Picture Soundtrack)","[]","95","79","0.577","0.83","0.45","205.863","-8.516","0.0834","0.0","0.111","0.357"
"42","Cool for the Summer","Demi Lovato","Confident","['dance pop', 'pop', 'post-teen pop']","87","85","0.583","0.336","0.61","114.06","-5.639","0.0382","0.000105","0.14","0.00425"
"43","Levitating (feat. DaBaby)","Dua Lipa","Future Nostalgia","['dance pop', 'pop', 'uk pop']","90","94","0.702","0.915","0.825","102.977","-3.787","0.0601","0.0","0.0674","0.00883"
"44","Starlight","Dave","Starlight","['uk hip hop']","91","84","0.954","0.372","0.367","124.026","-9.551","0.288","5.48e-06","0.0979","0.341"
"45","Sigue","J Balvin","Sigue/Forever My Love","['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']","84","93","0.889","0.588","0.641","87.99","-4.494","0.0668","2.75e-05","0.19","0.0515"
"46","DAN??ARINA","PEDRO SAMPAIO","CHAMA MEU NOME","['funk carioca']","92","81","0.778","0.554","0.571","134.999","-4.776","0.0788","0.0","0.0964","0.0423"
"47","drivers license","Olivia Rodrigo","SOUR","['pop']","93","90","0.561","0.137","0.431","143.875","-8.81","0.0578","1.42e-05","0.106","0.768"
"48","sentaDONA (Remix) s2","Davi Kneip","sentaDONA (Remix) s2","['funk bh', 'funk carioca', 'funk consciente']","86","72","0.925","0.771","0.454","135.02","-3.533","0.273","4.19e-06","0.128","0.252"
"49","Save Your Tears","The Weeknd","After Hours","['canadian contemporary r&b', 'canadian pop', 'pop']","92","97","0.68","0.644","0.826","118.051","-5.487","0.0309","1.24e-05","0.543","0.0212"
"50","Softcore","The Neighbourhood","Hard To Imagine The Neighbourhood Ever Changing","['modern alternative rock', 'modern rock', 'pop']","93","89","0.575","0.37","0.568","93.986","-5.509","0.03","0.000417","0.286","0.0484"
