,Rank,track_popularity,prop_loudness,prop_speechiness,prop_instrumentalness
669,70,49,-6.685,0.0327,3.66e-05
670,71,76,-10.598,0.185,0.0
671,72,0,-5.436,0.0624,0.0
672,73,79,-7.45,0.0991,4.57e-05
673,74,69,-3.599,0.213,1.61e-06
674,75,61,-5.194,0.053,0.0
675,76,72,-11.083,0.185,0.0
676,77,70,-5.353,0.0344,0.0
677,78,72,-15.099,0.0534,0.0
678,79,57,-5.093,0.232,0.0
679,80,67,-3.456,0.0488,5.81e-05
680,81,74,-3.06,0.0426,3.69e-05
681,82,60,-6.762,0.0541,0.0
682,83,50,-6.304,0.249,0.0
683,84,53,-6.829,0.0322,3.27e-06
684,85,60,-4.745,0.0762,6.93e-06
685,86,0,-8.128,0.114,0.0
686,87,63,-7.503,0.0651,0.0
687,88,54,-3.784,0.0949,0.0
688,89,0,-7.042,0.111,6.71e-06
689,90,68,-5.92,0.148,0.0
690,91,62,-7.39,0.131,0.0
691,92,76,-3.887,0.036,0.000175
692,93,78,-5.829,0.0514,0.0
693,94,75,-4.378,0.317,0.0
694,95,46,-1.231,0.0515,4.78e-06
695,96,73,-7.789,0.0726,0.282
696,97,65,-6.109,0.0345,7.95e-05
697,98,55,-9.343,0.344,0.0025
698,99,0,-3.989,0.0339,0.0
699,100,1,-6.983,0.0785,0.0
700,1,84,-3.183,0.0802,0.0
701,2,0,-4.699,0.043,3.29e-05
702,3,0,-4.757,0.17,0.0
703,4,78,-8.237,0.0432,0.0
704,5,75,-4.068,0.0523,0.0
705,6,2,-4.323,0.0312,3.8e-05
706,7,1,-4.749,0.0479,0.21
707,8,68,-6.124,0.0696,0.0
708,9,82,-6.769,0.0317,1.44e-05
709,10,84,-6.312,0.0232,0.0
710,11,0,-4.035,0.0583,0.0
711,12,73,-5.194,0.0358,0.0
712,13,75,-5.74,0.272,0.0
713,14,77,-6.589,0.0386,1.32e-06
714,15,83,-2.862,0.117,0.0
715,16,76,-4.154,0.0474,0.0
716,17,0,-6.288,0.113,0.0
717,18,0,-4.432,0.0432,3.12e-05
718,19,73,-6.428,0.0304,1.66e-06
719,20,60,-4.661,0.0291,0.132
720,21,83,-7.398,0.059,0.0
721,22,82,-4.961,0.0406,0.0
722,23,0,-4.882,0.0818,0.0
723,24,60,-5.181,0.0691,1.11e-05
724,25,75,-5.025,0.0622,0.0
725,26,67,-5.445,0.134,0.0
726,27,51,-4.256,0.0418,0.0
727,28,72,-7.019,0.0763,0.0
728,29,77,-7.786,0.0576,0.0
729,30,0,-8.374,0.0585,1.3e-05
730,31,77,-3.374,0.1,0.0
731,32,0,-6.923,0.241,0.0
732,33,67,-5.827,0.0591,0.0
733,34,61,-4.323,0.058,0.0
734,35,80,-9.681,0.0526,0.0
735,36,79,-6.351,0.0421,1.66e-05
736,37,79,-7.355,0.0288,0.0
737,38,75,-6.596,0.0706,0.0
738,39,71,-6.7,0.0444,0.0
739,40,0,-3.942,0.0965,0.0
740,41,83,-12.695,0.0478,0.00239
741,42,0,-2.396,0.0507,0.0
742,43,77,-4.868,0.0989,1.14e-05
743,44,76,-6.471,0.123,1.41e-05
744,45,77,-4.844,0.0428,0.0
745,46,0,-4.79,0.133,0.0
746,47,67,-4.825,0.0296,0.0
747,48,1,-5.595,0.0545,0.0
748,49,0,-4.989,0.0339,0.0
749,50,0,-5.35,0.0387,0.0
750,51,72,-6.509,0.136,0.0
751,52,0,-6.343,0.0868,0.0
752,53,0,-5.211,0.0671,2.98e-06
753,54,63,-3.287,0.0431,0.0
754,55,78,-4.282,0.0797,0.0
755,56,74,-6.648,0.0464,0.0
756,57,0,-9.601,0.37,0.000108
757,58,74,-6.406,0.0555,2.64e-05
758,59,64,-4.093,0.0488,0.0
759,60,71,-4.284,0.0367,0.0
760,61,0,-6.864,0.0879,0.0
761,62,73,-5.126,0.0522,2.59e-05
762,63,78,-3.105,0.0571,0.0
763,64,81,-5.043,0.123,0.0101
764,65,57,-3.078,0.0863,0.0
765,66,53,-5.309,0.0612,2.12e-05
766,67,62,-5.208,0.233,0.0
767,68,48,-4.031,0.0362,0.000611
768,69,0,-4.518,0.0429,0.0
769,70,69,-4.424,0.0592,6.81e-06
770,71,57,-3.949,0.0524,0.0
771,72,73,-6.177,0.0506,2.01e-06
772,73,74,-3.862,0.109,0.0
773,74,64,-3.641,0.314,0.0
774,75,73,-7.812,0.0957,8.55e-06
775,76,0,-3.079,0.0758,0.0
776,77,0,-7.738,0.0373,1.52e-06
777,78,62,-3.402,0.0753,0.0
778,79,82,-4.63,0.0313,0.0
779,80,69,-4.346,0.178,0.0
780,81,78,-11.462,0.425,0.000162
781,82,81,-4.183,0.0363,0.0
782,83,67,-5.763,0.0809,0.0
783,84,1,-4.305,0.108,0.0
784,85,4,-6.35,0.0526,5.25e-06
785,86,0,-7.204,0.0302,0.0
786,87,71,-6.745,0.289,0.0
787,88,64,-7.245,0.112,0.0
788,89,77,-5.946,0.118,0.0
789,90,69,-5.404,0.112,0.0
790,91,66,-4.861,0.0354,1.11e-06
791,92,79,-5.021,0.0311,0.0
792,93,0,-4.83,0.0471,1.08e-05
793,94,78,-5.408,0.0382,0.0
794,95,62,-3.953,0.0596,0.0
795,96,72,-3.299,0.0545,1.21e-06
796,97,70,-5.808,0.0419,4.26e-06
797,98,72,-3.094,0.0688,0.0
798,99,7,-4.997,0.0764,0.0
799,100,52,-4.862,0.0914,1.34e-05
800,1,81,-9.211,0.109,8.29e-05
801,2,83,-6.136,0.0712,7.01e-05
802,3,81,-7.621,0.253,2.55e-06
803,4,80,-2.881,0.117,0.0
804,5,69,-5.114,0.463,0.0
805,6,83,-7.23,0.2,0.0
806,7,79,-3.061,0.0449,0.0
807,8,78,-2.384,0.0504,0.0
808,9,78,-3.998,0.129,0.0
809,10,71,-7.005,0.0386,0.0
810,11,77,-5.507,0.0594,3.11e-06
811,12,80,-4.946,0.0597,0.000194
812,13,80,-3.24,0.11,2.19e-05
813,14,76,-4.154,0.0474,0.0
814,15,86,-10.109,0.0333,0.0
815,16,68,-6.271,0.0493,1.26e-06
816,17,79,-3.093,0.0853,4.96e-06
817,18,78,-5.934,0.0558,6e-05
818,19,78,-5.975,0.0943,0.0
819,20,75,-6.343,0.0868,0.0
820,21,79,-5.804,0.04,0.0
821,22,75,-7.648,0.321,0.0
822,23,69,-5.042,0.224,0.0
823,24,74,-4.333,0.0747,0.000637
824,25,72,-7.906,0.0439,0.0
825,26,81,-2.749,0.0452,0.0
826,27,73,-4.877,0.0996,0.0
827,28,78,-4.614,0.0448,0.0
828,29,73,-5.626,0.0449,0.0
829,30,82,-12.808,0.028,0.181
830,31,80,-4.954,0.0356,0.0
831,32,66,-4.706,0.342,0.0
832,33,79,-5.68,0.121,0.0
833,34,72,-2.867,0.045,0.0
834,35,70,-7.482,0.0448,7.64e-06
835,36,70,-5.338,0.0304,0.000378
836,37,70,-4.65,0.0333,0.0
837,38,75,-3.874,0.0722,2.77e-06
838,39,74,-6.458,0.0856,0.0
839,40,72,-3.539,0.0296,0.0
840,41,82,-4.88,0.145,0.00372
841,42,78,-6.319,0.0362,0.0
842,43,80,-7.343,0.0924,0.0
843,44,67,-6.26,0.0654,1.86e-05
844,45,71,-5.232,0.213,0.0
845,46,53,-4.428,0.0449,0.0
846,47,72,-5.628,0.144,0.0
847,48,72,-5.253,0.0778,3.49e-06
848,49,75,-10.178,0.0682,0.000357
849,50,71,-5.32,0.183,0.0
850,51,81,-5.723,0.0804,0.00404
851,52,73,-4.057,0.0474,0.0
852,53,64,-5.658,0.186,2.38e-06
853,54,69,-4.979,0.093,2.17e-05
854,55,75,-4.167,0.228,4.82e-06
855,56,71,-7.941,0.104,0.0
856,57,75,-5.833,0.125,6e-05
857,58,78,-10.068,0.029,0.0
858,59,80,-8.28,0.206,5.05e-05
859,60,73,-6.825,0.0505,0.0
860,61,70,-5.731,0.0281,0.0
861,62,74,-7.321,0.066,0.0
862,63,77,-8.094,0.105,0.0
863,64,67,-3.692,0.074,0.0
864,65,72,-6.337,0.103,0.0
865,66,71,-7.043,0.107,4.7e-06
866,67,81,-3.714,0.222,0.0
867,68,68,-7.518,0.0531,0.0
868,69,61,-5.014,0.0555,0.0
869,70,71,-4.546,0.0437,6.66e-05
870,71,0,-4.399,0.038,9.44e-05
871,72,77,-6.474,0.0707,9.7e-05
872,73,55,-4.516,0.0904,0.0
873,74,73,-7.442,0.12,0.0
874,75,62,-3.111,0.0409,0.0
875,76,70,-4.381,0.0468,0.0
876,77,72,-5.916,0.516,0.0
877,78,64,-4.547,0.0714,0.0
878,79,61,-4.618,0.0331,0.0
879,80,74,-5.145,0.184,2.6e-06
880,81,64,-7.202,0.0689,0.127
881,82,71,-4.483,0.151,0.0
882,83,67,-8.23,0.411,0.0
883,84,76,-4.733,0.0457,0.0
884,85,79,-9.309,0.53,0.0
885,86,56,-3.928,0.0885,0.0
886,87,41,-9.127,0.412,0.0
887,88,72,-5.402,0.269,0.0
888,89,69,-4.099,0.0378,0.0
889,90,77,-8.074,0.123,0.0126
890,91,76,-5.266,0.0315,0.00986
891,92,67,-5.107,0.0531,0.0
892,93,59,-3.913,0.037,1.27e-05
893,94,56,-4.502,0.0925,0.00107
894,95,60,-9.86,0.25,0.0
895,96,72,-7.36,0.105,0.0545
896,97,70,-3.717,0.0973,0.0
897,98,59,-6.129,0.0383,0.00132
898,99,71,-5.008,0.299,0.0
899,100,79,-6.112,0.0409,0.0
900,1,78,-5.56,0.102,0.0
901,2,83,-10.965,0.375,0.13
902,3,78,-6.049,0.029,0.0
903,4,83,-10.732,0.334,0.0
904,5,79,-4.368,0.0575,0.0
905,6,77,-4.644,0.0259,0.0
906,7,77,-7.05,0.0705,9.11e-06
907,8,79,-4.521,0.0842,0.0
908,9,82,-6.362,0.0308,0.0
909,10,77,-3.731,0.461,0.0
910,11,84,-5.679,0.0319,0.0
911,12,78,-5.707,0.157,2.06e-05
912,13,24,-9.005,0.0438,0.0
913,14,73,-4.198,0.0602,0.0
914,15,79,-5.065,0.0588,0.0
915,16,72,-4.792,0.0602,0.0
916,17,2,-7.058,0.203,0.0
917,18,81,-7.582,0.0919,1.58e-05
918,19,83,-12.21,0.0363,0.000927
919,20,80,-5.634,0.0658,0.0
920,21,72,-8.114,0.186,0.0
921,22,1,-5.604,0.221,0.0
922,23,34,-4.757,0.0965,0.0
923,24,82,-5.714,0.0318,0.0
924,25,70,-10.332,0.0964,0.391
925,26,73,-5.041,0.0442,0.0
926,27,73,-6.711,0.081,0.0
927,28,73,-4.931,0.0925,0.0
928,29,76,-5.29,0.0917,0.0
929,30,86,-10.109,0.0333,0.0
930,31,69,-3.87,0.122,0.0
931,32,84,-3.497,0.0395,0.00244
932,33,7,-4.724,0.0476,0.0
933,34,70,-3.967,0.0984,1.21e-06
934,35,77,-2.853,0.147,3.01e-06
935,36,78,-5.844,0.0671,1.36e-06
936,37,75,-5.617,0.0553,0.0
937,38,75,-7.513,0.0656,1.97e-06
938,39,74,-5.131,0.15,0.0
939,40,80,-2.729,0.0618,0.0
940,41,65,-6.684,0.0456,0.00282
941,42,4,-4.67,0.0435,0.0
942,43,71,-8.575,0.127,0.0
943,44,1,-4.141,0.237,0.00182
944,45,75,-5.507,0.0333,0.0
945,46,78,-6.257,0.287,0.0
946,47,78,-5.969,0.297,0.0
947,48,78,-6.594,0.0897,0.0
948,49,0,-2.974,0.155,0.0
949,50,72,-3.933,0.0439,0.0
950,51,1,-3.818,0.0745,0.0
951,52,66,-5.848,0.0335,0.0
952,53,71,-6.146,0.0752,0.0
953,54,71,-6.181,0.0715,0.0
954,55,64,-3.584,0.05,6.16e-06
955,56,70,-4.167,0.228,4.82e-06
956,57,79,-5.804,0.04,0.0
957,58,72,-3.18,0.0875,0.0
958,59,57,-2.61,0.0661,0.0
959,60,72,-6.508,0.29,0.0
960,61,63,-5.313,0.0495,0.0
961,62,78,-7.83,0.0677,0.0
962,63,51,-3.769,0.0404,0.0
963,64,52,-5.122,0.0457,0.0
964,65,67,-5.416,0.301,0.0
965,66,78,-7.359,0.208,1.78e-06
966,67,69,-6.672,0.0335,2.83e-06
967,68,68,-4.568,0.155,1.96e-06
968,69,75,-7.159,0.0324,5.71e-06
969,70,80,-14.084,0.0972,3.97e-05
970,71,66,-6.119,0.0445,0.0
971,72,69,-5.637,0.0287,0.0
972,73,63,-3.046,0.114,0.0
973,74,70,-5.883,0.0722,0.0
974,75,77,-6.349,0.0621,0.000496
975,76,63,-6.373,0.12,0.0
976,77,73,-2.253,0.045,0.0
977,78,57,-6.354,0.0906,0.0
978,79,63,-4.617,0.0562,0.000802
979,80,75,-5.239,0.303,0.0
980,81,71,-6.211,0.0395,0.0
981,82,68,-9.545,0.478,0.0
982,83,66,-5.513,0.216,0.0
983,84,63,-3.787,0.0575,0.0
984,85,59,-4.101,0.0897,0.0
985,86,71,-6.294,0.258,0.0
986,87,73,-5.075,0.0413,0.0
987,88,61,-5.801,0.101,1.62e-05
988,89,78,-6.4,0.0924,0.000104
989,90,69,-9.447,0.208,0.0
990,91,77,-7.119,0.467,0.0
991,92,80,-4.258,0.0874,6.43e-05
992,93,67,-6.287,0.0542,1.38e-05
993,94,80,-8.866,0.0685,5.98e-06
994,95,75,-6.112,0.127,2.23e-06
995,96,66,-5.79,0.157,0.0
996,97,56,-4.684,0.0894,9.16e-05
997,98,81,-3.714,0.222,0.0
998,99,79,-11.132,0.0355,0.00402
999,100,78,-2.652,0.0593,1.94e-06
1000,1,17,-4.075,0.0629,0.000209
1001,2,88,-4.209,0.0465,0.0
1002,3,67,-3.434,0.0886,1.39e-06
1003,4,80,-4.583,0.159,3.35e-06
1004,5,10,-4.759,0.0864,0.0
1005,6,80,-6.687,0.0559,0.0
1006,7,75,-6.637,0.0575,0.0
1007,8,74,-3.764,0.0397,0.0
1008,9,80,-7.956,0.164,0.0
1009,10,80,-7.509,0.375,0.0
1010,11,82,-8.765,0.135,0.0
1011,12,0,-4.41,0.0993,0.0
1012,13,12,-3.558,0.0369,0.0
1013,14,48,-8.588,0.0424,0.000345
1014,15,59,-5.457,0.0506,0.00432
1015,16,81,-8.493,0.353,1.59e-06
1016,17,73,-9.75,0.201,6.15e-06
1017,18,63,-6.401,0.0976,0.000161
1018,19,75,-7.909,0.0383,0.0
1019,20,56,-6.142,0.079,0.0
1020,21,63,-5.183,0.0659,0.0
1021,22,73,-7.076,0.0516,0.0
1022,23,72,-6.903,0.487,0.0
1023,24,79,-4.521,0.0842,0.0
1024,25,3,-8.756,0.0364,0.0
1025,26,82,-6.658,0.0418,0.0
1026,27,81,-10.059,0.0544,5.22e-05
1027,28,84,-3.497,0.0395,0.00244
1028,29,68,-4.772,0.28,0.0
1029,30,83,-9.389,0.05,0.0
1030,31,62,-5.466,0.0346,0.00312
1031,32,69,-6.612,0.0897,0.0
1032,33,81,-4.858,0.0573,0.0
1033,34,73,-6.35,0.0277,0.0
1034,35,84,-3.675,0.0483,7e-06
1035,36,1,-4.014,0.0918,3.41e-05
1036,37,71,-9.966,0.0622,0.0
1037,38,78,-5.616,0.148,0.0
1038,39,80,-6.606,0.2,0.0
1039,40,74,-4.818,0.261,0.0
1040,41,32,-7.209,0.0546,0.0
1041,42,75,-7.773,0.0697,0.13
1042,43,64,-5.368,0.0388,0.0
1043,44,77,-6.832,0.0578,0.0
1044,45,81,-6.476,0.094,0.0
1045,46,64,-3.912,0.0452,0.0
1046,47,79,-3.787,0.0601,0.0
1047,48,76,-7.648,0.0514,0.0
1048,49,76,-5.224,0.26,0.0
1049,50,78,-5.652,0.218,0.0
1050,51,81,-3.158,0.0662,1.14e-05
1051,52,77,-8.52,0.0803,0.0
1052,53,77,-10.778,0.0538,0.00089
1053,54,80,-8.871,0.134,3.47e-05
1054,55,83,-5.26,0.342,0.0
1055,56,75,-8.056,0.36,0.0
1056,57,78,-5.371,0.0346,8.1e-05
1057,58,63,-4.746,0.0515,0.000209
1058,59,64,-6.713,0.0706,8.01e-05
1059,60,1,-5.096,0.0433,0.0
1060,61,17,-4.397,0.0828,0.0
1061,62,69,-6.929,0.0473,0.00105
1062,63,77,-3.28,0.298,0.000134
1063,64,81,-14.454,0.0994,0.657
1064,65,76,-7.088,0.0457,0.0
1065,66,84,-5.679,0.0319,0.0
1066,67,80,-4.258,0.0874,6.43e-05
1067,68,75,-7.071,0.0398,0.0
1068,69,76,-8.234,0.0545,0.0
1069,70,77,-7.567,0.0892,0.00188
1070,71,74,-3.756,0.0457,0.000658
1071,72,76,-3.454,0.389,2.46e-05
1072,73,78,-10.086,0.129,0.0
1073,74,44,-7.088,0.0571,0.00109
1074,75,66,-3.812,0.0623,1.12e-05
1075,76,0,-6.13,0.128,0.0
1076,77,79,-5.077,0.0475,0.0
1077,78,72,-7.726,0.0708,0.00252
1078,79,79,-4.368,0.0575,0.0
1079,80,64,-3.843,0.334,9.31e-05
1080,81,83,-10.965,0.375,0.13
1081,82,77,-8.932,0.145,0.0
1082,83,72,-4.904,0.0581,1.8e-05
1083,84,71,-6.266,0.467,1.49e-06
1084,85,70,-5.35,0.264,0.0
1085,86,70,-7.206,0.0629,1.03e-06
1086,87,72,-5.661,0.0664,0.0
1087,88,31,-4.294,0.0625,0.00041
1088,89,84,-7.301,0.0333,0.0
1089,90,80,-4.074,0.379,0.0
1090,91,81,-8.764,0.0317,5.83e-06
1091,92,79,-4.248,0.041,0.0
1092,93,75,-12.92,0.173,0.134
1093,94,71,-10.956,0.062,0.132
1094,95,78,-6.049,0.029,0.0
1095,96,62,-6.363,0.0408,3.56e-05
1096,97,75,-6.924,0.164,0.0
1097,98,83,-3.37,0.0484,0.0
1098,99,78,-6.335,0.368,0.0
1099,100,78,-5.664,0.0652,0.0
1100,1,30,-5.052,0.204,0.0
1101,2,68,-7.964,0.0324,0.0
1102,3,86,-4.808,0.0504,0.0
1103,4,83,-3.541,0.0286,0.000158
1104,5,81,-6.476,0.094,0.0
1105,6,82,-9.998,0.218,6.12e-05
1106,7,80,-6.682,0.152,0.0
1107,8,80,-6.865,0.0913,0.0
1108,9,38,-3.712,0.0348,3.14e-05
1109,10,82,-9.016,0.0502,0.0
1110,11,81,-8.37,0.0583,8.1e-06
1111,12,91,-4.175,0.0854,0.00294
1112,13,30,-8.761,0.0601,1.31e-05
1113,14,86,-6.181,0.119,0.0
1114,15,90,-5.484,0.0483,0.0
1115,16,79,-3.787,0.0601,0.0
1116,17,86,-6.9,0.0944,6.7e-06
1117,18,10,-5.187,0.0948,0.0
1118,19,85,-4.645,0.0325,2.44e-05
1119,20,88,-7.519,0.0282,0.0
1120,21,88,-8.697,0.0348,0.00349
1121,22,81,-8.964,0.0791,1.02e-06
1122,23,22,-7.236,0.116,1.07e-05
1123,24,74,-6.044,0.269,0.0193
1124,25,83,-3.605,0.0506,0.000163
1125,26,84,-4.771,0.0878,0.0
1126,27,83,-8.771,0.0303,0.0
1127,28,86,-6.39,0.0402,0.0
1128,29,13,-2.724,0.0856,0.0
1129,30,83,-8.433,0.0842,0.0382
1130,31,76,-8.026,0.0345,3.13e-06
1131,32,5,-9.405,0.1,0.000105
1132,33,79,-2.724,0.0856,0.0
1133,34,75,-6.257,0.0292,0.0
1134,35,80,-7.636,0.0539,1.35e-06
1135,36,80,-8.726,0.29,0.0
1136,37,76,-7.132,0.0715,0.00315
1137,38,86,-3.805,0.0411,0.00137
1138,39,77,-5.932,0.0544,0.0
1139,40,82,-10.059,0.0544,5.22e-05
1140,41,76,-9.195,0.17,0.00179
1141,42,84,-3.671,0.0361,0.0
1142,43,76,-4.158,0.152,0.000493
1143,44,76,-5.797,0.0413,0.0
1144,45,72,-4.302,0.0311,3.97e-06
1145,46,75,-7.6,0.125,0.0
1146,47,76,-4.637,0.0887,0.0
1147,48,76,-5.851,0.0299,0.0
1148,49,76,-8.784,0.191,0.0237
1149,50,64,-3.912,0.0452,0.0
1150,51,89,-5.934,0.0598,9.54e-05
1151,52,82,-4.892,0.286,0.0
1152,53,33,-5.483,0.027,0.0
1153,54,75,-7.773,0.0697,0.13
1154,55,66,-4.943,0.0454,0.0
1155,56,83,-7.079,0.232,0.0192
1156,57,77,-6.153,0.079,0.0
1157,58,88,-4.209,0.0465,0.0
1158,59,4,-8.494,0.241,0.00751
1159,60,64,-7.973,0.102,0.352
1160,61,27,-8.502,0.382,1.64e-06
1161,62,38,-4.41,0.0993,0.0
1162,63,81,-3.158,0.0662,1.14e-05
1163,64,87,-5.487,0.0309,1.24e-05
1164,65,73,-6.1,0.241,0.0
1165,66,76,-4.12,0.136,3.61e-06
1166,67,69,-5.766,0.304,0.0
1167,68,75,-6.959,0.0485,0.0
1168,69,69,-6.578,0.11,0.0
1169,70,70,-8.149,0.038,0.0
1170,71,61,-4.548,0.0262,0.0
1171,72,76,-5.664,0.0555,0.0
1172,73,77,-7.026,0.137,0.0
1173,74,7,-14.007,0.0807,0.000359
1174,75,89,-4.601,0.118,0.0
1175,76,77,-7.454,0.0367,1.77e-05
1176,77,72,-6.509,0.0707,0.0
1177,78,85,-6.414,0.0565,0.00233
1178,79,83,-4.008,0.0387,0.0
1179,80,36,-5.33,0.0427,0.0
1180,81,79,-3.818,0.0786,3.71e-06
1181,82,83,-8.545,0.26,0.0
1182,83,88,-6.509,0.0707,0.0
1183,84,20,-6.569,0.146,0.0
1184,85,88,-3.955,0.0343,6.98e-05
1185,86,91,-4.51,0.22,0.0
1186,87,62,-6.74,0.0462,0.0325
1187,88,74,-5.524,0.088,0.0
1188,89,57,-8.365,0.0291,0.0
1189,90,70,-5.201,0.0563,0.0
1190,91,90,-6.312,0.0317,4.19e-05
1191,92,83,-4.77,0.0403,4.41e-06
1192,93,64,-6.717,0.0352,0.0
1193,94,70,-9.328,0.0365,0.00216
1194,1,96,-6.9,0.0944,6.7e-06
1195,2,97,-5.417,0.0847,0.00186
1196,3,94,-5.484,0.0483,0.0
1197,4,92,-4.875,0.0444,0.0
1198,5,90,-4.424,0.266,0.0
1199,6,79,-6.32,0.0309,7.25e-05
1200,7,100,-5.692,0.0493,0.0
1201,8,91,-7.395,0.0672,0.0
1202,9,98,-3.563,0.0803,0.0
1203,10,92,-3.35,0.0783,0.00125
1204,11,94,-5.569,0.0478,2.91e-05
1205,12,96,-2.724,0.0856,0.0
1206,13,96,-8.271,0.0467,0.0
1207,14,97,-4.175,0.0854,0.00294
1208,15,94,-5.253,0.077,4.6e-05
1209,16,95,-6.377,0.0401,0.0
1210,17,91,-7.519,0.0282,0.0
1211,18,97,-4.51,0.22,0.0
1212,19,96,-8.117,0.103,0.000411
1213,20,96,-3.745,0.0347,2.79e-05
1214,21,87,-3.955,0.0343,6.98e-05
1215,22,96,-4.627,0.0435,2.23e-05
1216,23,96,-5.044,0.154,0.0
1217,24,96,-6.543,0.0608,0.0
1218,25,96,-6.941,0.0444,5.29e-05
1219,26,86,-3.725,0.0554,0.000167
1220,27,89,-6.268,0.0406,0.0
1221,28,95,-5.934,0.0598,9.54e-05
1222,29,96,-4.891,0.0358,0.0
1223,30,59,-8.55,0.0451,2.95e-05
1224,31,95,-6.33,0.0794,1.78e-06
1225,32,94,-6.509,0.0707,0.0
1226,33,94,-2.81,0.0336,0.0177
1227,34,94,-2.958,0.0259,0.0
1228,35,95,-4.601,0.118,0.0
1229,36,89,-3.463,0.0284,8.92e-05
1230,37,95,-8.262,0.0886,0.0542
1231,38,83,-5.693,0.306,0.000335
1232,39,94,-7.885,0.0338,0.0
1233,40,62,-12.422,0.0291,0.367
1234,41,95,-8.516,0.0834,0.0
1235,42,87,-5.639,0.0382,0.000105
1236,43,90,-3.787,0.0601,0.0
1237,44,91,-9.551,0.288,5.48e-06
1238,45,84,-4.494,0.0668,2.75e-05
1239,46,92,-4.776,0.0788,0.0
1240,47,93,-8.81,0.0578,1.42e-05
1241,48,86,-3.533,0.273,4.19e-06
1242,49,92,-5.487,0.0309,1.24e-05
1243,50,93,-5.509,0.03,0.000417
