,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
39,Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",76,81,0.612,0.438,0.84,129.042,-3.145,0.0509,0.0,0.116,0.112
40,Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,"['celtic rock', 'dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",78,78,0.421,0.629,0.873,84.786,-4.343,0.0564,0.0,0.123,0.0654
41,Whistle,Flo Rida,Wild Ones,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77,83,0.747,0.739,0.937,103.976,-5.746,0.0453,0.0,0.29,0.0208
42,Brokenhearted,Karmin,Hello,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",64,58,0.765,0.886,0.765,120.001,-2.732,0.0585,3.82e-06,0.0527,0.00765
43,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),"['dance pop', 'pop', 'r&b', 'urban contemporary']",69,82,0.658,0.248,0.677,124.91,-6.628,0.0393,0.0,0.368,0.248
44,Somebody That I Used To Know,Gotye,Somebody That I Used To Know,['australian pop'],56,72,0.863,0.674,0.527,129.054,-6.896,0.0358,0.000168,0.107,0.607
45,Chasing The Sun,The Wanted,The Wanted (Special Edition),"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",68,71,0.637,0.68,0.732,128.108,-6.209,0.0965,0.0,0.498,0.244
46,Pound The Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",63,90,0.728,0.591,0.858,125.055,-3.686,0.0609,4.09e-06,0.0241,0.0403
47,Rumour Has It,Adele,21,"['british soul', 'pop', 'pop soul', 'uk pop']",0,90,0.612,0.574,0.748,120.052,-5.014,0.0445,0.0,0.167,0.617
48,Little Things,One Direction,Take Me Home: Yearbook Edition,"['boy band', 'pop', 'post-teen pop', 'talent show']",1,89,0.707,0.556,0.222,110.095,-11.716,0.0329,0.0,0.205,0.788
49,"Gone, Gone, Gone",Phillip Phillips,The World From The Side Of The Moon,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",68,67,0.664,0.501,0.642,118.002,-5.961,0.038,0.0,0.114,0.129
50,I Love It,Icona Pop,Icona Pop,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']",51,71,0.71,0.86,0.901,125.953,-2.686,0.0296,1.34e-05,0.172,0.00828
51,Latch,Disclosure,Settle (Special Edition),"['edm', 'house', 'pop', 'uk dance']",74,78,0.503,0.521,0.727,121.985,-5.456,0.167,9.45e-05,0.0895,0.0159
52,She Doesn't Mind,Sean Paul,Tomahawk Technique,"['dance pop', 'dancehall', 'pop', 'pop rap']",70,85,0.718,0.622,0.776,120.015,-5.208,0.0693,5.3e-06,0.207,0.000624
53,Take Care,Drake,Take Care (Deluxe),"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75,98,0.629,0.299,0.515,121.845,-10.358,0.265,1.22e-05,0.0888,0.0267
54,Lost,Frank Ocean,channel ORANGE (Explicit Version),"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",63,87,0.913,0.497,0.603,123.061,-4.892,0.226,0.000503,0.167,0.0272
55,Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,"['dance pop', 'pop', 'post-teen pop']",65,88,0.514,0.575,0.683,159.814,-5.099,0.0367,2.64e-06,0.392,0.0749
56,A Thousand Years,Christina Perri,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",70,75,0.421,0.161,0.407,139.028,-7.445,0.0267,0.000961,0.11,0.309
57,On Top Of The World,Imagine Dragons,Night Visions,"['modern rock', 'rock']",74,93,0.631,0.755,0.924,100.045,-5.589,0.146,3.59e-06,0.084,0.0841
58,Blow Me (One Last Kiss),P!nk,The Truth About Love,"['dance pop', 'pop']",66,84,0.597,0.729,0.919,113.991,-2.954,0.0439,0.0,0.282,0.000145
59,Impossible,James Arthur,James Arthur (Deluxe),"['pop', 'talent show', 'uk pop']",75,83,0.376,0.302,0.695,169.533,-4.782,0.0933,0.0,0.11,0.135
60,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)","['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",77,87,0.715,0.531,0.655,95.078,-6.425,0.137,0.0,0.115,0.0525
61,C'Mon,Kesha,Warrior (Deluxe Version),"['dance pop', 'electropop', 'pop', 'post-teen pop']",0,82,0.558,0.286,0.781,126.025,-5.448,0.0963,0.00144,0.102,0.00657
62,Not Over You,Gavin DeGraw,Sweeter,"['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock']",67,68,0.63,0.364,0.894,142.051,-4.592,0.0544,0.0,0.181,0.255
63,Some Nights,fun.,Some Nights,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",70,72,0.672,0.392,0.738,107.938,-7.045,0.0506,6.75e-05,0.0927,0.0178
64,Turn Me On (feat. Nicki Minaj),David Guetta,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",65,91,0.704,0.412,0.793,127.96,-2.266,0.0591,0.0,0.575,0.0488
65,Scream,Usher,Looking 4 Myself (Expanded Edition),"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",66,83,0.616,0.569,0.862,127.992,-5.18,0.0973,0.0,0.179,0.00117
66,How We Do (Party),Rita Ora,ORA Deluxe,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",47,79,0.738,0.689,0.922,116.024,-3.94,0.0833,0.0,0.0986,0.0034
67,50 Ways to Say Goodbye,Train,California 37,"['dance pop', 'neo mellow', 'pop', 'pop rock']",68,77,0.591,0.736,0.935,140.043,-2.664,0.0478,0.000278,0.142,0.000284
68,It's Time,Imagine Dragons,Night Visions,"['modern rock', 'rock']",70,93,0.656,0.86,0.884,105.009,-4.748,0.0372,0.0,0.144,0.0162
69,Good Feeling,Flo Rida,Wild Ones,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",75,83,0.706,0.684,0.89,128.011,-4.444,0.0688,0.00286,0.306,0.0588
70,Turn Up the Music,Chris Brown,Fortune (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",63,90,0.594,0.643,0.841,129.925,-5.792,0.102,2.22e-06,0.156,0.000238
71,Million Voices - Radio Edit,Otto Knows,Million Voices,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",0,64,0.582,0.0694,0.894,125.946,-6.298,0.041,0.0223,0.0664,0.0022
72,Ass Back Home (feat. Neon Hitch),Gym Class Heroes,The Papercut Chronicles II,"['dance pop', 'pop rap']",61,74,0.716,0.646,0.838,130.034,-4.289,0.0513,0.0,0.148,0.134
73,Battle Scars (feat. Lupe Fiasco),Guy Sebastian,Armageddon,"['australian pop', 'australian talent show']",0,65,0.61,0.508,0.863,83.993,-2.632,0.206,0.0,0.097,0.186
74,Dance Again,Jennifer Lopez,Dance Again,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",0,81,0.797,0.716,0.867,127.974,-5.242,0.0696,2.79e-06,0.0868,0.0158
75,Ho Hey,The Lumineers,The Lumineers (Deluxe Edition),"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",74,81,0.682,0.421,0.471,79.907,-9.182,0.0301,0.0,0.0908,0.765
76,Levels - Radio Edit,Avicii,Levels,"['dance pop', 'edm', 'pop', 'pop dance']",77,85,0.584,0.464,0.889,126.04,-5.941,0.0343,0.828,0.309,0.0462
77,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,Ceremonials,"['baroque pop', 'pop', 'uk alternative pop']",67,80,0.578,0.588,0.946,126.092,-3.85,0.0482,0.00412,0.0966,0.00225
78,Skyfall,Adele,Skyfall,"['british soul', 'pop', 'pop soul', 'uk pop']",74,90,0.346,0.0789,0.552,75.881,-6.864,0.0282,0.0,0.114,0.417
79,Lights - Single Version,Ellie Goulding,Bright Lights (Lights Re-pack / Bonus Version),"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",62,81,0.682,0.78,0.795,120.008,-6.17,0.0367,0.0391,0.131,0.0297
80,Don't Wake Me Up,Chris Brown,Fortune (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",62,90,0.602,0.206,0.691,127.967,-5.197,0.051,0.0,0.144,0.0548
81,This Is Love,will.i.am,#willpower (Deluxe),"['dance pop', 'pop', 'pop rap']",62,78,0.535,0.282,0.796,128.954,-3.446,0.0445,0.0,0.145,0.00473
82,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",70,77,0.483,0.139,0.303,133.406,-10.058,0.0429,0.0,0.115,0.694
83,Let's Go (feat. Ne-Yo),Calvin Harris,18 Months,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",65,87,0.71,0.875,0.882,128.016,-2.932,0.0595,0.00771,0.294,0.00777
84,Princess of China,Coldplay,Mylo Xyloto,"['permanent wave', 'pop']",66,92,0.42,0.237,0.69,85.014,-6.221,0.0347,0.015,0.287,0.00385
85,Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,Electronic Earth (Expanded Edition),"['indie poptimism', 'pop']",68,88,0.561,0.238,0.522,83.962,-5.857,0.0318,0.0,0.104,0.227
86,Home,Phillip Phillips,The World From The Side Of The Moon,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",57,67,0.606,0.322,0.826,121.04,-6.04,0.0307,1.56e-05,0.117,0.0256
87,So Good,B.o.B,Strange Clouds,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'pop rock', 'rap', 'southern hip hop']",64,77,0.66,0.591,0.9,85.51,-5.02,0.14,0.0,0.219,0.0403
88,Hot Right Now (feat. RITA ORA) - Radio Edit,DJ Fresh,Nextlevelism,"['dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'uk dance']",57,64,0.524,0.476,0.972,175.017,-1.569,0.0431,0.00058,0.224,0.00656
89,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),"['k-pop', 'k-rap', 'korean old school hip hop']",72,64,0.727,0.749,0.937,132.067,-2.871,0.286,0.0,0.091,0.00417
90,Next To Me,Emeli Sandé,Our Version Of Events (Special Edition),"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",60,69,0.664,0.35,0.799,94.991,-5.121,0.0368,0.000108,0.105,0.0932
91,Ai Se Eu Te Pego - Live,Michel Teló,Na Balada,"['axe', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",0,62,0.676,0.85,0.935,96.055,-4.55,0.0692,0.0,0.853,0.357
92,Blown Away,Carrie Underwood,Blown Away,"['contemporary country', 'country', 'country dawn', 'oklahoma country', 'post-teen pop']",63,76,0.531,0.392,0.843,136.991,-2.569,0.0429,0.0,0.0283,0.0909
93,R.I.P. (feat. Tinie Tempah),Rita Ora,ORA Deluxe,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",45,79,0.603,0.358,0.831,72.022,-3.443,0.0479,0.0,0.652,0.027
94,Video Games,Lana Del Rey,Born To Die (Deluxe Version),"['art pop', 'pop']",56,89,0.39,0.179,0.255,122.056,-9.676,0.0299,1.14e-06,0.0887,0.806
95,Sexy And I Know It,LMFAO,Sorry For Party Rocking,"['dance pop', 'pop rap']",67,72,0.707,0.795,0.861,130.021,-4.225,0.316,0.0,0.191,0.1
96,Years - ラジオ・エディット,Alesso,Years,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",0,80,0.37,0.323,0.823,128.008,-6.245,0.0805,1.91e-06,0.174,0.00234
97,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",66,91,0.492,0.393,0.857,129.973,-2.634,0.0655,7.82e-06,0.344,0.0841
98,"Read All About It, Pt. III",Emeli Sandé,Our Version Of Events (Special Edition),"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",65,69,0.63,0.343,0.44,98.082,-7.186,0.0249,3.87e-06,0.0926,0.822
99,Anna Sun,WALK THE MOON,Walk The Moon,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",63,73,0.472,0.34,0.844,140.034,-6.578,0.054,0.0,0.24,0.00173
100,Heart Attack,Trey Songz,Chapter V (Deluxe),"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",55,76,0.608,0.476,0.863,150.029,-4.87,0.131,0.0,0.228,0.0593
