Rank,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
23,"['comedy rap', 'pop rap', 'rap']",69,67,0.755,0.755,0.599,133.123,-5.042,0.224,0.0,0.109,0.147
24,"['dance pop', 'pop', 'post-teen pop']",74,89,0.637,0.243,0.713,129.923,-4.333,0.0747,0.000637,0.137,0.181
25,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",72,86,0.575,0.449,0.571,105.049,-7.906,0.0439,0.0,0.0912,0.0558
26,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",81,86,0.687,0.671,0.792,100.015,-2.749,0.0452,0.0,0.167,0.191
27,"['dance pop', 'pop']",73,92,0.704,0.926,0.859,105.115,-4.877,0.0996,0.0,0.0215,0.0185
28,"['dance pop', 'pop', 'post-teen pop']",78,86,0.724,0.306,0.804,124.987,-4.614,0.0448,0.0,0.204,0.124
29,"['pop', 'pop r&b']",73,90,0.708,0.338,0.648,143.955,-5.626,0.0449,0.0,0.134,0.0956
30,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",82,81,0.566,0.237,0.366,129.959,-12.808,0.028,0.181,0.155,0.113
31,"['canadian contemporary r&b', 'canadian pop', 'pop']",80,97,0.461,0.175,0.593,134.17,-4.954,0.0356,0.0,0.307,0.17
32,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",66,82,0.552,0.639,0.76,135.702,-4.706,0.342,0.0,0.0865,0.0733
33,"['hip hop', 'pop rap', 'rap']",79,84,0.662,0.464,0.714,147.997,-5.68,0.121,0.0,0.179,0.312
34,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",72,87,0.747,0.687,0.834,128.005,-2.867,0.045,0.0,0.0586,0.374
35,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",70,81,0.693,0.369,0.624,105.002,-7.482,0.0448,7.64e-06,0.0955,0.299
36,"['modern alternative rock', 'modern rock', 'pop', 'rock']",70,78,0.618,0.526,0.837,121.227,-5.338,0.0304,0.000378,0.0618,0.000254
37,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",70,80,0.687,0.655,0.785,106.046,-4.65,0.0333,0.0,0.203,0.327
38,"['dance pop', 'electropop', 'pop']",75,78,0.71,0.717,0.789,142.929,-3.874,0.0722,2.77e-06,0.451,0.0161
39,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",74,82,0.643,0.579,0.783,154.084,-6.458,0.0856,0.0,0.083,0.047
40,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",72,87,0.675,0.612,0.751,118.384,-3.539,0.0296,0.0,0.0893,0.0604
41,"['emo rap', 'miami hip hop']",82,92,0.74,0.473,0.613,75.023,-4.88,0.145,0.00372,0.123,0.258
42,"['australian pop', 'pop']",78,78,0.553,0.443,0.586,126.684,-6.319,0.0362,0.0,0.0813,0.697
43,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",80,91,0.8,0.779,0.585,126.058,-7.343,0.0924,0.0,0.153,0.264
44,['afroswing'],67,58,0.862,0.852,0.583,103.019,-6.26,0.0654,1.86e-05,0.191,0.811
45,"['ohio hip hop', 'pop rap']",71,89,0.653,0.216,0.718,82.034,-5.232,0.213,0.0,0.0537,0.00413
46,"['afroswing', 'dance pop', 'girl group', 'house', 'pop dance', 'tropical house', 'uk dance']",53,56,0.813,0.758,0.701,110.009,-4.428,0.0449,0.0,0.0962,0.178
47,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']",72,74,0.477,0.358,0.61,79.882,-5.628,0.144,0.0,0.107,0.225
48,"['dance pop', 'pop', 'viral pop']",72,86,0.845,0.811,0.561,109.974,-5.253,0.0778,3.49e-06,0.0383,0.211
49,['pop'],75,98,0.75,0.0499,0.404,95.045,-10.178,0.0682,0.000357,0.0911,0.216
50,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",71,83,0.904,0.188,0.518,137.996,-5.32,0.183,0.0,0.325,0.0305
51,"['emo rap', 'miami hip hop']",81,92,0.921,0.711,0.537,128.009,-5.723,0.0804,0.00404,0.102,0.556
52,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",73,73,0.653,0.55,0.809,92.213,-4.057,0.0474,0.0,0.165,0.194
53,"['dance pop', 'pop', 'viral pop']",64,86,0.755,0.642,0.769,114.966,-5.658,0.186,2.38e-06,0.0628,0.314
54,"['canadian contemporary r&b', 'canadian pop', 'pop']",69,97,0.735,0.188,0.677,100.584,-4.979,0.093,2.17e-05,0.111,0.0762
55,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",75,82,0.842,0.617,0.801,95.881,-4.167,0.228,4.82e-06,0.0642,0.157
56,"['alt z', 'electropop', 'la indie', 'pop']",71,76,0.737,0.374,0.408,127.921,-7.941,0.104,0.0,0.171,0.802
57,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75,98,0.835,0.35,0.626,91.03,-5.833,0.125,6e-05,0.396,0.0589
58,"['emo rap', 'miami hip hop']",78,92,0.669,0.52,0.308,64.934,-10.068,0.029,0.0,0.0984,0.883
59,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,82,0.88,0.333,0.428,100.007,-8.28,0.206,5.05e-05,0.114,0.149
60,"['pop', 'pop rock']",73,90,0.851,0.448,0.541,124.959,-6.825,0.0505,0.0,0.13,0.568
61,"['contemporary country', 'country', 'pop']",70,77,0.489,0.494,0.581,86.016,-5.731,0.0281,0.0,0.132,0.0312
62,"['canadian pop', 'dance pop', 'pop', 'viral pop']",74,90,0.622,0.487,0.712,140.025,-7.321,0.066,0.0,0.13,0.0573
63,"['dfw rap', 'melodic rap', 'rap']",77,91,0.75,0.459,0.56,140.06,-8.094,0.105,0.0,0.111,0.546
64,"['dance pop', 'pop', 'viral pop']",67,86,0.856,0.697,0.632,112.009,-3.692,0.074,0.0,0.0688,0.193
65,"['dance pop', 'pop', 'pop rap', 'rap']",72,86,0.926,0.485,0.703,125.022,-6.337,0.103,0.0,0.231,0.0659
66,"['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",71,67,0.6,0.269,0.535,71.912,-7.043,0.107,4.7e-06,0.162,0.648
67,"['hip hop', 'rap', 'slap house', 'trap']",81,92,0.834,0.446,0.73,155.008,-3.714,0.222,0.0,0.124,0.00513
68,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",68,86,0.663,0.454,0.577,89.996,-7.518,0.0531,0.0,0.12,0.109
69,"['pop', 'pop rock']",61,90,0.655,0.452,0.603,126.088,-5.014,0.0555,0.0,0.107,0.0959
70,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",71,81,0.737,0.565,0.636,105.005,-4.546,0.0437,6.66e-05,0.35,0.0441
71,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0,71,0.752,0.582,0.764,121.958,-4.399,0.038,9.44e-05,0.0543,0.0476
72,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",77,98,0.585,0.758,0.909,93.372,-6.474,0.0707,9.7e-05,0.119,0.0891
73,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",55,76,0.647,0.618,0.853,103.846,-4.516,0.0904,0.0,0.062,0.0615
74,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,86,0.884,0.342,0.559,97.994,-7.442,0.12,0.0,0.101,0.0236
75,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",62,77,0.623,0.4,0.851,100.063,-3.111,0.0409,0.0,0.12,0.0228
76,"['folk-pop', 'modern rock', 'pop', 'pop rock']",70,80,0.637,0.706,0.864,99.995,-4.381,0.0468,0.0,0.222,0.484
77,"['detroit hip hop', 'hip hop', 'rap']",72,95,0.748,0.659,0.749,90.09,-5.916,0.516,0.0,0.0713,0.142
78,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",64,85,0.845,0.62,0.709,98.062,-4.547,0.0714,0.0,0.094,0.0233
79,"['dance pop', 'pop', 'post-teen pop']",61,71,0.541,0.2,0.787,113.0,-4.618,0.0331,0.0,0.157,0.0167
80,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",74,83,0.907,0.395,0.633,145.914,-5.145,0.184,2.6e-06,0.106,0.0876
81,"['dance pop', 'deep groove house', 'edm', 'house', 'pop dance', 'tropical house']",64,69,0.703,0.667,0.832,122.029,-7.202,0.0689,0.127,0.0696,0.00149
82,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",71,86,0.546,0.615,0.822,150.06,-4.483,0.151,0.0,0.742,0.0145
83,"['dance pop', 'pop', 'pop rap', 'rap']",67,86,0.82,0.535,0.568,152.279,-8.23,0.411,0.0,0.0952,0.0256
84,"['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock']",76,78,0.673,0.754,0.735,115.744,-4.733,0.0457,0.0,0.242,0.286
85,"['atl hip hop', 'atl trap', 'rap', 'trap']",79,93,0.963,0.562,0.346,119.957,-9.309,0.53,0.0,0.108,0.0355
86,['basshall'],56,64,0.671,0.454,0.834,113.021,-3.928,0.0885,0.0,0.454,0.0387
87,"['emo rap', 'rap']",41,77,0.931,0.376,0.387,125.978,-9.127,0.412,0.0,0.136,0.088
88,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",72,83,0.817,0.508,0.816,181.982,-5.402,0.269,0.0,0.159,0.00263
89,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",69,82,0.667,0.422,0.741,149.908,-4.099,0.0378,0.0,0.0761,0.0425
90,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",77,98,0.912,0.423,0.412,154.983,-8.074,0.123,0.0126,0.104,0.0165
91,"['rap', 'trap', 'underground hip hop', 'vapor trap']",76,70,0.729,0.261,0.625,146.034,-5.266,0.0315,0.00986,0.248,0.194
92,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']",67,74,0.561,0.235,0.779,81.965,-5.107,0.0531,0.0,0.078,0.0862
93,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",59,78,0.725,0.859,0.834,120.026,-3.913,0.037,1.27e-05,0.0834,0.0784
94,"['dance pop', 'downtempo', 'pop', 'post-teen pop', 'shiver pop']",56,62,0.747,0.453,0.641,100.028,-4.502,0.0925,0.00107,0.106,0.25
95,"['afroswing', 'london rap', 'uk hip hop']",60,66,0.791,0.603,0.473,95.948,-9.86,0.25,0.0,0.0959,0.279
96,"['hollywood', 'show tunes']",72,72,0.417,0.4,0.824,157.92,-7.36,0.105,0.0545,0.0725,0.000239
97,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",70,80,0.362,0.864,0.882,199.811,-3.717,0.0973,0.0,0.15,0.0791
98,"['dance pop', 'norwegian pop', 'pop']",59,69,0.758,0.127,0.718,115.04,-6.129,0.0383,0.00132,0.0781,0.00565
99,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",71,75,0.645,0.376,0.705,137.133,-5.008,0.299,0.0,0.128,0.000813
100,"['modern rock', 'rock']",79,93,0.704,0.22,0.611,100.0,-6.112,0.0409,0.0,0.0812,0.217
1,"['lgbtq+ hip hop', 'pop']",78,89,0.878,0.639,0.619,136.041,-5.56,0.102,0.0,0.113,0.0533
2,"['art pop', 'electropop', 'pop']",83,93,0.701,0.562,0.425,135.128,-10.965,0.375,0.13,0.1,0.328
3,"['canadian pop', 'dance pop', 'pop', 'viral pop']",78,90,0.759,0.749,0.548,116.967,-6.049,0.029,0.0,0.0828,0.0392
4,"['dance pop', 'pop']",83,93,0.778,0.327,0.317,140.048,-10.732,0.334,0.0,0.0881,0.592
5,"['dfw rap', 'melodic rap', 'rap']",79,91,0.755,0.925,0.522,89.96,-4.368,0.0575,0.0,0.0685,0.533
6,"['contemporary country', 'country', 'pop']",77,77,0.654,0.43,0.63,89.991,-4.644,0.0259,0.0,0.111,0.153
7,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",77,87,0.752,0.533,0.488,136.041,-7.05,0.0705,9.11e-06,0.0936,0.297
8,"['dance pop', 'pop', 'uk pop']",79,94,0.794,0.677,0.793,123.941,-4.521,0.0842,0.0,0.0952,0.0125
9,"['art pop', 'dance pop', 'pop']",82,88,0.572,0.323,0.385,95.799,-6.362,0.0308,0.0,0.231,0.371
10,"['dance pop', 'pop']",77,93,0.4,0.702,0.795,190.097,-3.731,0.461,0.0,0.159,0.119
11,"['pop', 'uk pop']",84,82,0.501,0.446,0.405,109.891,-5.679,0.0319,0.0,0.105,0.751
12,['pop'],78,98,0.552,0.564,0.702,169.994,-5.707,0.157,2.06e-05,0.105,0.117
13,"['dance pop', 'pop', 'post-teen pop']",24,86,0.505,0.0916,0.34,101.993,-9.005,0.0438,0.0,0.21,0.576
14,"['canadian pop', 'dance pop', 'pop', 'viral pop']",73,90,0.692,0.864,0.809,123.911,-4.198,0.0602,0.0,0.147,0.524
15,"['boy band', 'dance pop', 'pop', 'post-teen pop']",79,80,0.842,0.952,0.734,137.958,-5.065,0.0588,0.0,0.106,0.0427
16,"['dance pop', 'pop', 'post-teen pop']",72,88,0.77,0.385,0.882,99.991,-4.792,0.0602,0.0,0.316,0.194
17,"['dance pop', 'electropop', 'pop']",2,83,0.599,0.534,0.733,102.211,-7.058,0.203,0.0,0.242,0.176
18,['pop'],81,98,0.359,0.453,0.543,68.534,-7.582,0.0919,1.58e-05,0.118,0.492
19,"['dark clubbing', 'destroy techno']",83,74,0.658,0.166,0.671,100.966,-12.21,0.0363,0.000927,0.115,0.0933
20,"['dance pop', 'pop']",80,93,0.717,0.412,0.653,106.966,-5.634,0.0658,0.0,0.101,0.229
21,"['pop', 'uk pop']",72,96,0.64,0.546,0.647,92.979,-8.114,0.186,0.0,0.0801,0.124
22,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1,84,0.505,0.618,0.428,175.813,-5.604,0.221,0.0,0.0977,0.489
23,"['k-pop', 'k-pop boy group']",34,96,0.645,0.798,0.862,119.991,-4.757,0.0965,0.0,0.192,0.0923
24,"['alt z', 'dream smp', 'electropop', 'pop']",82,81,0.652,0.483,0.557,150.073,-5.714,0.0318,0.0,0.124,0.74
25,"['pop', 'pop r&b']",70,90,0.442,0.116,0.585,97.565,-10.332,0.0964,0.391,0.14,0.0984
26,"['pop', 'uk pop']",73,96,0.798,0.843,0.676,101.956,-5.041,0.0442,0.0,0.0894,0.0902
27,"['dance pop', 'pop', 'pop rap', 'rap']",73,86,0.747,0.65,0.57,133.992,-6.711,0.081,0.0,0.0832,0.0642
28,"['dance pop', 'pop', 'uk pop']",73,86,0.477,0.345,0.682,110.567,-4.931,0.0925,0.0,0.0763,0.153
29,"['dance pop', 'pop']",76,93,0.726,0.335,0.554,169.999,-5.29,0.0917,0.0,0.106,0.0421
30,"['art pop', 'electropop', 'pop']",86,93,0.351,0.12,0.296,115.284,-10.109,0.0333,0.0,0.095,0.934
31,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",69,78,0.59,0.651,0.642,107.356,-3.87,0.122,0.0,0.105,0.0771
32,"['dfw rap', 'melodic rap', 'rap']",84,91,0.695,0.553,0.762,120.042,-3.497,0.0395,0.00244,0.0863,0.192
33,"['dance pop', 'pop']",7,86,0.719,0.628,0.704,133.002,-4.724,0.0476,0.0,0.166,0.0691
34,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",70,74,0.599,0.881,0.887,170.918,-3.967,0.0984,1.21e-06,0.3,0.0192
35,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",77,76,0.674,0.234,0.881,98.994,-2.853,0.147,3.01e-06,0.0793,0.296
36,"['dance pop', 'pop']",78,80,0.601,0.244,0.794,114.066,-5.844,0.0671,1.36e-06,0.388,0.00987
37,['pop'],75,98,0.771,0.714,0.671,85.026,-5.617,0.0553,0.0,0.0637,0.00929
38,"['dance pop', 'pop', 'uk pop']",75,86,0.741,0.347,0.52,102.998,-7.513,0.0656,1.97e-06,0.222,0.45
39,"['dance pop', 'pop', 'pop rap', 'r&b']",74,82,0.61,0.291,0.725,146.163,-5.131,0.15,0.0,0.154,0.367
40,['modern rock'],80,82,0.579,0.681,0.904,82.014,-2.729,0.0618,0.0,0.064,0.193
41,"['dance pop', 'pop', 'post-teen pop']",65,89,0.74,0.652,0.498,98.016,-6.684,0.0456,0.00282,0.319,0.0169
42,"['dance pop', 'pop']",4,86,0.682,0.607,0.656,130.089,-4.67,0.0435,0.0,0.353,0.0737
43,"['pop', 'pop r&b']",71,90,0.9,0.346,0.4,135.984,-8.575,0.127,0.0,0.0599,0.0516
44,"['k-pop', 'k-pop girl group']",1,84,0.738,0.58,0.861,131.98,-4.141,0.237,0.00182,0.325,0.318
45,"['pop', 'uk pop']",75,82,0.688,0.162,0.53,106.958,-5.507,0.0333,0.0,0.0995,0.443
46,"['melodic rap', 'pluggnb', 'rap', 'trap']",78,82,0.745,0.226,0.642,179.974,-6.257,0.287,0.0,0.0658,0.0204
47,['uk hip hop'],78,84,0.812,0.55,0.496,109.979,-5.969,0.297,0.0,0.0955,0.271
48,"['alternative pop rock', 'pop']",78,79,0.815,0.877,0.518,151.891,-6.594,0.0897,0.0,0.104,0.223
49,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",0,76,0.631,0.62,0.803,198.065,-2.974,0.155,0.0,0.11,0.675
50,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",72,86,0.791,0.181,0.565,99.961,-3.933,0.0439,0.0,0.156,0.0623
51,"['dfw rap', 'melodic rap', 'rap']",1,91,0.58,0.175,0.653,150.231,-3.818,0.0745,0.0,0.111,0.447
52,"['pop', 'uk pop']",66,82,0.722,0.488,0.565,104.483,-5.848,0.0335,0.0,0.165,0.435
53,"['lgbtq+ hip hop', 'pop']",71,89,0.703,0.475,0.594,153.848,-6.146,0.0752,0.0,0.123,0.342
54,"['dance pop', 'edm', 'pop', 'pop dance']",71,85,0.802,0.376,0.645,100.001,-6.181,0.0715,0.0,0.119,0.272
55,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",64,80,0.46,0.553,0.8,102.46,-3.584,0.05,6.16e-06,0.121,0.289
56,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",70,82,0.842,0.617,0.801,95.881,-4.167,0.228,4.82e-06,0.0642,0.157
57,"['dfw rap', 'melodic rap', 'rap']",79,91,0.68,0.341,0.578,145.038,-5.804,0.04,0.0,0.135,0.331
58,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",72,78,0.682,0.535,0.919,95.982,-3.18,0.0875,0.0,0.442,0.256
59,"['dance pop', 'pop']",57,94,0.786,0.458,0.658,170.037,-2.61,0.0661,0.0,0.0689,0.0856
60,"['dance pop', 'pop', 'pop rap', 'rap']",72,86,0.95,0.219,0.59,130.003,-6.508,0.29,0.0,0.11,0.00534
61,"['pop', 'uk pop']",63,96,0.716,0.91,0.823,151.957,-5.313,0.0495,0.0,0.361,0.132
62,"['pop', 'uk pop']",78,82,0.736,0.361,0.308,111.202,-7.83,0.0677,0.0,0.186,0.946
63,"['dance pop', 'norwegian pop', 'pop']",51,69,0.749,0.715,0.814,119.964,-3.769,0.0404,0.0,0.0673,0.156
64,"['chicago rap', 'melodic rap']",52,95,0.685,0.578,0.692,159.966,-5.122,0.0457,0.0,0.153,0.328
65,"['indie anthem-folk', 'modern rock', 'pop', 'uk pop']",67,71,0.567,0.544,0.696,92.061,-5.416,0.301,0.0,0.113,0.456
66,"['dfw rap', 'melodic rap', 'rap']",78,91,0.829,0.388,0.539,99.96,-7.359,0.208,1.78e-06,0.103,0.136
67,"['dance pop', 'pop', 'post-teen pop']",69,87,0.53,0.288,0.538,148.051,-6.672,0.0335,2.83e-06,0.248,0.17
68,"['dance pop', 'houston rap', 'pop', 'trap queen']",68,87,0.872,0.57,0.814,98.985,-4.568,0.155,1.96e-06,0.214,0.00485
69,"['edm', 'pop', 'pop dance', 'tropical house']",75,85,0.693,0.404,0.678,103.952,-7.159,0.0324,5.71e-06,0.101,0.0151
70,"['art pop', 'electropop', 'pop']",80,93,0.367,0.198,0.111,82.642,-14.084,0.0972,3.97e-05,0.0897,0.978
71,"['dance pop', 'pop']",66,84,0.652,0.432,0.453,88.039,-6.119,0.0445,0.0,0.179,0.0507
72,"['melodic rap', 'pop rap']",69,83,0.677,0.355,0.714,94.956,-5.637,0.0287,0.0,0.0717,0.162
73,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",63,78,0.715,0.412,0.624,158.087,-3.046,0.114,0.0,0.123,0.11
74,"['boy band', 'dance pop', 'pop', 'post-teen pop']",70,80,0.795,0.874,0.496,94.01,-5.883,0.0722,0.0,0.0645,0.108
75,"['latin', 'reggaeton', 'trap latino']",77,100,0.817,0.158,0.539,97.062,-6.349,0.0621,0.000496,0.099,0.0141
76,"['pop', 'uk pop']",63,96,0.746,0.607,0.787,95.005,-6.373,0.12,0.0,0.0669,0.214
77,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",73,86,0.659,0.442,0.625,88.042,-2.253,0.045,0.0,0.582,0.0644
78,[],57,48,0.736,0.387,0.81,125.011,-6.354,0.0906,0.0,0.0523,0.077
79,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",63,82,0.744,0.847,0.79,125.002,-4.617,0.0562,0.000802,0.32,0.0547
80,"['melodic rap', 'rap', 'trap']",75,86,0.581,0.434,0.662,93.023,-5.239,0.303,0.0,0.111,0.0153
81,"['melodic rap', 'pop rap']",71,83,0.63,0.163,0.63,80.512,-6.211,0.0395,0.0,0.142,0.0131
82,['uk drill'],68,77,0.863,0.644,0.471,140.969,-9.545,0.478,0.0,0.121,0.251
83,"['pop', 'uk pop']",66,96,0.885,0.605,0.762,138.058,-5.513,0.216,0.0,0.162,0.219
84,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",63,78,0.669,0.576,0.895,124.975,-3.787,0.0575,0.0,0.297,0.128
85,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance']",59,80,0.585,0.521,0.782,121.908,-4.101,0.0897,0.0,0.156,0.269
86,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']",71,80,0.899,0.587,0.811,105.038,-6.294,0.258,0.0,0.0672,0.000677
87,"['melodic rap', 'rap', 'trap']",73,86,0.791,0.536,0.587,96.057,-5.075,0.0413,0.0,0.148,0.407
88,"['afroswing', 'nottingham hip hop', 'uk hip hop']",61,66,0.531,0.591,0.581,137.776,-5.801,0.101,1.62e-05,0.101,0.0107
89,"['australian pop', 'pop']",78,78,0.824,0.513,0.588,98.027,-6.4,0.0924,0.000104,0.149,0.692
90,"['grime', 'uk hip hop', 'ukg revival']",69,76,0.903,0.727,0.839,133.986,-9.447,0.208,0.0,0.102,0.0939
91,['chicago rap'],77,90,0.772,0.261,0.639,168.112,-7.119,0.467,0.0,0.0698,0.15
92,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",80,77,0.88,0.884,0.751,117.948,-4.258,0.0874,6.43e-05,0.106,0.177
93,"['indie pop', 'pop']",67,70,0.657,0.399,0.569,102.054,-6.287,0.0542,1.38e-05,0.126,0.201
94,"['hip hop', 'rap']",80,90,0.554,0.413,0.498,79.635,-8.866,0.0685,5.98e-06,0.795,0.23
95,"['lgbtq+ hip hop', 'pop']",75,89,0.907,0.507,0.53,135.998,-6.112,0.127,2.23e-06,0.101,0.0578
96,"['folk-pop', 'irish pop', 'pop']",66,77,0.614,0.258,0.684,156.85,-5.79,0.157,0.0,0.0976,0.247
97,"['afro dancehall', 'afroswing', 'uk dancehall', 'uk hip hop']",56,64,0.836,0.762,0.621,101.993,-4.684,0.0894,9.16e-05,0.104,0.389
98,"['hip hop', 'rap', 'slap house', 'trap']",81,92,0.834,0.446,0.73,155.008,-3.714,0.222,0.0,0.124,0.00513
99,"['art pop', 'pop']",79,89,0.641,0.523,0.559,144.982,-11.132,0.0355,0.00402,0.0937,0.404
100,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",78,94,0.737,0.656,0.86,93.989,-2.652,0.0593,1.94e-06,0.0574,0.11
1,"['canadian contemporary r&b', 'canadian pop', 'pop']",17,97,0.513,0.345,0.796,171.017,-4.075,0.0629,0.000209,0.0938,0.00147
2,['pop'],88,93,0.548,0.557,0.816,95.39,-4.209,0.0465,0.0,0.335,0.122
3,"['dance pop', 'pop', 'uk pop']",67,94,0.73,0.467,0.729,113.012,-3.434,0.0886,1.39e-06,0.349,0.167
4,"['dance pop', 'pop']",80,94,0.787,0.779,0.673,110.962,-4.583,0.159,3.35e-06,0.0904,0.264
5,"['dance pop', 'pop']",10,93,0.736,0.675,0.802,144.005,-4.759,0.0864,0.0,0.094,0.468
6,"['melodic rap', 'rap', 'trap']",80,84,0.896,0.642,0.586,116.971,-6.687,0.0559,0.0,0.79,0.104
7,"['canadian pop', 'pop']",75,96,0.806,0.874,0.546,147.986,-6.637,0.0575,0.0,0.102,0.3
8,"['art pop', 'dance pop', 'pop']",74,88,0.672,0.646,0.855,123.056,-3.764,0.0397,0.0,0.323,0.021
9,"['north carolina hip hop', 'rap', 'trap']",80,89,0.746,0.497,0.69,89.977,-7.956,0.164,0.0,0.101,0.247
10,"['dance pop', 'pop', 'pop rap', 'rap']",80,86,0.935,0.357,0.454,133.073,-7.509,0.375,0.0,0.0824,0.0194
11,['sad rap'],82,77,0.726,0.348,0.431,144.026,-8.765,0.135,0.0,0.696,0.731
12,"['k-pop', 'k-pop boy group']",0,96,0.746,0.737,0.765,114.044,-4.41,0.0993,0.0,0.0936,0.0112
13,"['cali rap', 'pop rap']",12,81,0.7,0.756,0.722,90.989,-3.558,0.0369,0.0,0.272,0.221
14,['pop'],48,98,0.613,0.551,0.581,130.033,-8.588,0.0424,0.000345,0.25,0.537
15,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",59,76,0.785,0.894,0.721,121.962,-5.457,0.0506,0.00432,0.285,0.0149
16,['brooklyn drill'],81,88,0.709,0.543,0.548,83.995,-8.493,0.353,1.59e-06,0.133,0.65
17,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",73,98,0.834,0.837,0.454,81.618,-9.75,0.201,6.15e-06,0.114,0.321
18,"['australian pop', 'pop']",63,78,0.826,0.541,0.593,98.083,-6.401,0.0976,0.000161,0.17,0.688
