,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
48,Please Don't Go,Joel Adams,Please Don't Go,"['australian pop', 'pop soul']",70,60,0.513,0.235,0.768,84.264,-4.868,0.0587,1.94e-05,0.294,0.0118
49,How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",76,87,0.738,0.336,0.868,122.003,-4.373,0.0731,0.00169,0.388,0.0392
50,The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants,"['dance pop', 'pop', 'post-teen pop']",64,86,0.616,0.621,0.789,83.066,-4.874,0.0377,0.0,0.142,0.053
51,Confident,Demi Lovato,Confident (Deluxe Edition),"['dance pop', 'pop', 'post-teen pop']",64,85,0.594,0.344,0.749,130.064,-6.251,0.0677,0.000139,0.0869,0.00188
52,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Me 4 U,['dance pop'],77,69,0.782,0.603,0.685,118.016,-6.237,0.0309,1.18e-05,0.16,0.166
53,Water Under The Bridge,Adele,25,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.59,0.537,0.833,94.963,-6.503,0.0615,5.35e-06,0.105,0.0142
54,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",71,68,0.681,0.181,0.521,94.997,-5.849,0.141,8.41e-05,0.108,0.12
55,I Want You To Know,Zedd,I Want You To Know,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",0,80,0.561,0.375,0.877,130.003,-2.215,0.0659,8.11e-06,0.28,0.00621
56,FourFiveSeconds,Rihanna,FourFiveSeconds,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",77,92,0.582,0.354,0.272,205.846,-5.662,0.0501,0.0,0.13,0.875
57,"Honey, I'm Good",Andy Grammer,"Honey, I'm Good","['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",0,75,0.754,0.582,0.799,122.037,-6.419,0.0553,0.0,0.351,0.0289
58,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,"['canadian contemporary r&b', 'canadian pop', 'pop']",78,97,0.705,0.583,0.769,107.949,-5.526,0.0425,0.0,0.105,0.113
59,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,76,0.618,0.603,0.717,190.05,-5.738,0.318,0.0,0.625,0.00256
60,Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,"['edm', 'electro house', 'pop dance']",73,65,0.432,0.197,0.781,139.432,-4.038,0.0567,4.21e-06,0.0789,0.041
61,Kill Em With Kindness,Selena Gomez,Revival (Deluxe),"['dance pop', 'pop', 'post-teen pop']",64,86,0.757,0.398,0.884,120.012,-5.488,0.0404,5.87e-05,0.0973,0.00795
62,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,Nine Track Mind,"['dance pop', 'pop', 'viral pop']",68,86,0.795,0.815,0.616,110.015,-5.281,0.06,0.0,0.349,0.417
63,Take Me To Church,Hozier,Hozier,"['irish singer-songwriter', 'pop']",81,82,0.566,0.437,0.664,128.945,-5.303,0.0464,0.0,0.116,0.634
64,Hotline Bling,Drake,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",77,98,0.891,0.552,0.628,134.966,-7.863,0.0551,0.00019,0.0504,0.00258
65,Runaway (U & I),Galantis,Pharmacy,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",74,81,0.506,0.383,0.805,126.008,-4.119,0.0469,0.00193,0.0856,0.00711
66,My House,Flo Rida,My House,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,83,0.688,0.74,0.702,94.006,-4.792,0.0499,0.0,0.128,0.0215
67,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,Sex Playlist,"['dance pop', 'hip hop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",71,66,0.733,0.701,0.676,97.448,-5.655,0.0432,0.0,0.208,0.0697
68,Want to Want Me,Jason Derulo,Everything Is 4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",74,85,0.775,0.656,0.68,114.025,-5.508,0.0629,0.0,0.109,0.00906
69,Hands To Myself,Selena Gomez,Revival (Deluxe),"['dance pop', 'pop', 'post-teen pop']",67,86,0.811,0.466,0.499,111.016,-7.161,0.118,2.44e-06,0.342,0.0147
70,oui,Jeremih,Late Nights: The Album,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",77,80,0.418,0.604,0.724,78.521,-3.724,0.0964,0.0,0.112,0.213
71,On My Mind,Ellie Goulding,Delirium (Deluxe),"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",0,81,0.699,0.742,0.688,154.943,-6.607,0.0522,4.11e-06,0.0863,0.264
72,King,Years & Years,Communion,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",0,76,0.559,0.466,0.848,119.977,-4.125,0.0388,0.0,0.382,0.0665
73,Five More Hours,Deorro,Five More Hours,"['dance pop', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']",65,70,0.699,0.499,0.883,127.961,-3.226,0.219,0.0,0.817,0.0288
74,Here,Alessia Cara,Four Pink Walls,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",0,80,0.379,0.359,0.799,120.892,-4.031,0.163,0.0,0.0793,0.0804
75,Stressed Out,Twenty One Pilots,Blurryface,"['modern rock', 'rock']",83,85,0.734,0.648,0.637,169.977,-5.677,0.141,2.29e-05,0.0602,0.0462
76,Somebody,Natalie La Rose,Somebody,[],66,56,0.83,0.735,0.52,104.99,-8.714,0.0376,1.25e-05,0.0656,0.000792
77,I Don't Mind (feat. Juicy J),Usher,I Don't Mind (feat. Juicy J),"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",68,83,0.87,0.457,0.464,112.974,-8.337,0.178,0.0,0.0902,0.205
78,Trap Queen,Fetty Wap,Fetty Wap (Deluxe),"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",67,76,0.746,0.817,0.873,148.075,-3.803,0.128,0.0,0.354,0.0244
79,Good For You,Selena Gomez,Good For You,"['dance pop', 'pop', 'post-teen pop']",0,86,0.6,0.217,0.676,88.928,-6.447,0.0652,0.0,0.0741,0.154
80,Ayo,Chris Brown,Fan of A Fan The Album (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",70,90,0.823,0.682,0.563,98.031,-5.095,0.0443,0.0,0.0851,0.0399
81,Geronimo,Sheppard,Bombs Away,"['australian indie', 'australian pop', 'dance pop', 'folk-pop', 'modern rock', 'pop', 'pop dance', 'pop rock', 'tropical house']",69,67,0.705,0.457,0.78,142.028,-6.267,0.0805,0.00152,0.115,0.456
82,Lot to Learn,Luke Christopher,TMRW,"['indie pop rap', 'pop rap']",60,55,0.405,0.602,0.846,82.232,-3.57,0.195,0.0,0.0666,0.0948
83,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,My House,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",67,83,0.854,0.784,0.766,118.004,-4.697,0.141,0.0,0.0793,0.0242
84,Lay Me Down,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),"['dance pop', 'pop', 'uk pop']",49,86,0.427,0.153,0.304,116.977,-9.661,0.0436,1.14e-05,0.111,0.759
85,Fast Car,Jonas Blue,Fast Car,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",67,80,0.644,0.527,0.57,113.945,-6.994,0.052,0.0,0.299,0.484
86,Slow Motion,Trey Songz,Slow Motion,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",44,76,0.733,0.291,0.408,94.947,-7.834,0.0388,3.92e-05,0.11,0.679
87,Centuries,Fall Out Boy,American Beauty/American Psycho,"['emo', 'modern rock', 'rock']",79,82,0.393,0.56,0.858,176.042,-2.868,0.0729,0.0,0.102,0.00359
88,7/11,Beyoncé,BEYONCÉ [Platinum Edition],"['dance pop', 'pop', 'r&b']",69,87,0.747,0.56,0.705,136.024,-5.137,0.126,0.0,0.126,0.0128
89,Let It All Go,Birdy,Let It All Go,"['pop', 'pop rock']",68,73,0.383,0.174,0.43,107.005,-8.644,0.0302,1.04e-06,0.0869,0.817
90,In The Night,The Weeknd,Beauty Behind The Madness,"['canadian contemporary r&b', 'canadian pop', 'pop']",0,97,0.48,0.506,0.682,167.939,-4.94,0.13,0.0,0.0463,0.0696
91,Hello,Adele,25,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.47,0.289,0.431,157.98,-6.129,0.0342,0.0,0.0854,0.329
92,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,Peace Is the Mission (Extended Edition),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",49,79,0.746,0.751,0.877,107.985,-3.782,0.0666,0.000833,0.233,0.0375
93,Easy Love,Sigala,Brighter Days,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",66,78,0.68,0.647,0.942,123.976,-4.208,0.0631,0.0013,0.117,0.175
94,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",73,92,0.781,0.395,0.728,102.99,-4.981,0.0621,1.94e-06,0.257,0.0509
95,Are You With Me - Radio Edit,Lost Frequencies,Are You With Me,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",32,82,0.776,0.412,0.574,121.03,-9.882,0.0317,7.83e-05,0.131,0.466
96,Na Na,Trey Songz,Trigga Reloaded,"['dance pop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",62,76,0.67,0.235,0.476,96.975,-6.253,0.0406,0.0,0.104,0.328
97,Don't,Bryson Tiller,T R A P S O U L,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",78,83,0.765,0.189,0.356,96.991,-5.556,0.195,0.0,0.0963,0.223
98,Sugar (feat. Francesco Yates),Robin Schulz,Sugar,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']",76,83,0.636,0.636,0.815,123.063,-5.098,0.0581,0.0,0.163,0.0185
99,Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),"['chicago bop', 'pinoy hip hop']",0,55,0.819,0.964,0.768,139.982,-8.522,0.134,0.0,0.334,0.234
100,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,Dreams Worth More Than Money,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,81,0.589,0.251,0.658,77.521,-5.288,0.203,0.0,0.118,0.0242
