,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
11,Super Bass,Nicki Minaj,Pink Friday,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",1,90,0.72,0.669,0.861,126.991,-4.339,0.209,5.11e-06,0.601,0.269
12,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,Planet Pit (Deluxe Version),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",81,87,0.671,0.53,0.939,129.024,-3.206,0.161,0.0,0.298,0.191
13,We Found Love,Rihanna,Talk That Talk,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",75,92,0.735,0.6,0.766,127.985,-4.485,0.0383,0.00138,0.108,0.025
14,What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",74,81,0.578,0.877,0.926,149.976,-3.689,0.0548,0.0127,0.14,0.00472
15,Who's That Chick? (feat. Rihanna),David Guetta,One More Love,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",71,91,0.675,0.933,0.602,127.938,-4.733,0.116,0.0,0.0458,0.00377
16,Marry You,Bruno Mars,Doo-Wops & Hooligans,"['dance pop', 'pop']",75,92,0.621,0.452,0.82,144.905,-4.865,0.0367,0.0,0.104,0.332
17,Who Says,Selena Gomez & The Scene,When The Sun Goes Down,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",75,73,0.682,0.744,0.927,101.019,-2.915,0.0479,0.0,0.149,0.0843
18,You Make Me Feel... (feat. Sabi),Cobra Starship,Night Shades,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']",70,63,0.668,0.748,0.857,131.959,-2.944,0.0535,6.71e-06,0.0385,0.0191
19,S&M,Rihanna,Loud,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",72,92,0.767,0.833,0.682,127.975,-5.02,0.042,0.00016,0.104,0.0113
20,Price Tag,Jessie J,Who You Are (Platinum Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",73,76,0.636,0.668,0.831,175.015,-3.945,0.182,3.85e-06,0.272,0.0294
21,Without You (feat. Usher),David Guetta,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",69,91,0.608,0.402,0.614,127.884,-3.727,0.0285,4.06e-06,0.157,0.227
22,Just Can’t Get Enough,Black Eyed Peas,The Beginning,"['dance pop', 'pop', 'pop rap']",75,84,0.659,0.262,0.628,94.05,-8.685,0.179,0.0,0.105,0.186
23,Raise Your Glass,P!nk,Raise Your Glass,"['dance pop', 'pop']",75,84,0.7,0.624,0.709,122.019,-5.006,0.0838,0.0,0.029,0.0048
24,It Girl,Jason Derulo,Future History (Deluxe Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",70,85,0.668,0.345,0.718,91.993,-4.736,0.0605,0.0,0.104,0.0165
25,What's My Name?,Rihanna,Loud,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",66,92,0.692,0.583,0.786,100.025,-2.959,0.069,0.0,0.0797,0.23
26,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",72,91,0.666,0.552,0.876,129.884,-3.078,0.0414,0.0,0.259,0.055
27,Best Thing I Never Had,Beyoncé,4,"['dance pop', 'pop', 'r&b']",68,87,0.545,0.297,0.649,99.099,-4.062,0.0324,1.57e-05,0.0894,0.143
28,Mr. Saxobeat,Alexandra Stan,Saxobeats,"['dance pop', 'electropop', 'romanian pop']",0,65,0.726,0.797,0.931,126.976,-4.152,0.0468,0.000283,0.143,0.0218
29,Born This Way,Lady Gaga,Born This Way (International Special Edition Version),"['art pop', 'dance pop', 'pop']",72,88,0.587,0.494,0.828,123.907,-5.108,0.161,0.0,0.331,0.00327
30,We R Who We R,Kesha,Cannibal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'post-teen pop']",71,82,0.736,0.653,0.817,119.95,-4.9,0.0407,0.00167,0.117,0.00987
31,Set Fire to the Rain,Adele,21,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.603,0.445,0.67,107.995,-3.882,0.0249,1.66e-06,0.112,0.00408
32,Paradise,Coldplay,Mylo Xyloto,"['permanent wave', 'pop']",82,92,0.449,0.212,0.585,139.631,-6.761,0.0268,8.75e-05,0.0833,0.0509
33,E.T.,Katy Perry,Teenage Dream: The Complete Confection,"['dance pop', 'pop', 'post-teen pop']",65,88,0.62,0.76,0.869,151.684,-5.252,0.175,0.0,0.369,0.0181
34,Love On Top,Beyoncé,4,"['dance pop', 'pop', 'r&b']",49,87,0.652,0.651,0.749,94.103,-5.248,0.0886,0.0,0.604,0.0848
35,Rocketeer,Far East Movement,Free Wired,"['asian american hip hop', 'dance pop', 'pop rap']",61,70,0.664,0.357,0.845,96.005,-6.115,0.0461,0.0,0.267,0.181
36,Tonight Tonight,Hot Chelle Rae,Whatever,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",73,65,0.686,0.814,0.783,99.978,-4.977,0.119,0.0,0.163,0.0764
37,Yeah 3x,Chris Brown,F.A.M.E. (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",68,90,0.705,0.7,0.882,130.0,-3.201,0.0445,1.16e-06,0.0934,0.000369
38,F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,"['dance pop', 'pop']",60,84,0.563,0.45,0.671,91.964,-4.788,0.0373,0.0,0.36,0.0422
39,The Edge Of Glory,Lady Gaga,Born This Way (International Special Edition Version),"['art pop', 'dance pop', 'pop']",66,88,0.583,0.357,0.768,127.952,-6.477,0.041,0.0162,0.109,0.000323
40,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,"['dance pop', 'pop']",75,92,0.794,0.955,0.711,174.915,-5.124,0.0699,0.0,0.0955,0.3
41,Don't Hold Your Breath,Nicole Scherzinger,Killer Love,"['dance pop', 'electropop', 'pop', 'post-teen pop']",62,67,0.66,0.674,0.797,110.955,-6.096,0.0262,0.000108,0.187,0.00646
42,More - RedOne Jimmy Joker Remix,Usher,More,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",66,83,0.551,0.794,0.893,125.083,-2.628,0.0543,0.0,0.348,0.00166
43,Blow,Kesha,Cannibal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'post-teen pop']",69,82,0.753,0.812,0.729,120.013,-3.862,0.0392,5.66e-05,0.073,0.00334
44,Good Life,OneRepublic,Waking Up,"['dance pop', 'piano rock', 'pop', 'pop rock']",72,86,0.634,0.645,0.69,94.988,-7.804,0.052,0.0,0.132,0.0771
45,Someone Like You,Adele,21,"['british soul', 'pop', 'pop soul', 'uk pop']",4,90,0.554,0.288,0.321,135.047,-8.251,0.028,0.0,0.0996,0.893
46,Lighters,Bad Meets Evil,Hell: The Sequel (Deluxe),"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",68,65,0.676,0.144,0.695,90.268,-8.327,0.245,0.0,0.119,0.352
47,Lego House,Ed Sheeran,+,"['pop', 'uk pop']",71,96,0.592,0.565,0.637,159.701,-8.48,0.0992,0.0,0.13,0.562
48,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),"['dance pop', 'pop', 'post-teen pop']",66,84,0.696,0.787,0.546,130.002,-6.55,0.0414,3.8e-06,0.332,0.00379
49,A Thousand Years,Christina Perri,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",70,75,0.421,0.161,0.407,139.028,-7.445,0.0267,0.000961,0.11,0.309
50,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,"['chicago rap', 'rap']",75,96,0.531,0.221,0.803,142.113,-3.284,0.0717,1.71e-05,0.176,0.0796
51,Higher,Taio Cruz,Rokstarr (Special Edition),"['dance pop', 'pop', 'pop rap']",61,74,0.672,0.746,0.907,128.027,-5.069,0.0721,3.4e-05,0.156,0.0048
52,Pretty Girl Rock,Keri Hilson,No Boys Allowed,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",67,72,0.666,0.9,0.87,160.014,-5.004,0.246,0.0,0.0851,0.203
53,Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),"['dance pop', 'pop', 'post-teen pop']",65,84,0.693,0.45,0.705,131.951,-5.747,0.0665,0.0,0.202,0.0228
54,If I Die Young,The Band Perry,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",64,63,0.606,0.362,0.497,130.739,-6.611,0.0277,0.0,0.275,0.348
55,Tonight (I'm Fuckin' You),Enrique Iglesias,Euphoria,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",62,81,0.648,0.321,0.89,125.953,-3.982,0.0523,3.58e-06,0.116,0.0294
56,Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,Planet Pit (Deluxe Version),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",71,87,0.595,0.762,0.912,128.024,-3.428,0.0884,0.0,0.259,0.0434
57,Tongue Tied,Grouplove,Never Trust a Happy Song,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",79,70,0.56,0.371,0.936,112.96,-5.835,0.0439,0.0,0.161,0.00847
58,Don't Wanna Go Home,Jason Derulo,Future History (Deluxe Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",62,85,0.671,0.637,0.808,121.956,-4.861,0.0652,0.0,0.134,0.02
59,Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,In Case You Didn't Know,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",60,71,0.843,0.876,0.881,110.621,-3.951,0.0581,0.0,0.0765,0.14
60,Sure Thing,Miguel,All I Want Is You,"['dance pop', 'hip hop', 'pop', 'r&b', 'urban contemporary']",77,82,0.684,0.498,0.607,81.001,-8.127,0.1,0.000307,0.191,0.0267
61,The A Team,Ed Sheeran,+,"['pop', 'uk pop']",74,96,0.642,0.407,0.289,84.996,-9.918,0.0367,0.0,0.18,0.669
62,Do It Like A Dude,Jessie J,Who You Are (Platinum Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",57,76,0.663,0.375,0.843,140.036,-3.672,0.049,0.0,0.364,0.0491
63,Sexy And I Know It,LMFAO,Sorry For Party Rocking,"['dance pop', 'pop rap']",67,72,0.707,0.795,0.861,130.021,-4.225,0.316,0.0,0.191,0.1
64,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Flockaveli,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,71,0.76,0.361,0.595,131.497,-6.366,0.0391,0.0,0.241,0.00544
65,Jar of Hearts,Christina Perri,lovestrong.,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",71,75,0.349,0.0886,0.348,74.541,-6.142,0.0316,0.0,0.12,0.726
66,The Show Goes On,Lupe Fiasco,Lasers,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",70,71,0.591,0.65,0.889,143.067,-3.839,0.115,0.0,0.155,0.0189
67,Save The World,Swedish House Mafia,Save The World,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",65,81,0.507,0.4,0.665,126.879,-7.598,0.0474,0.0,0.0759,0.0144
68,Earthquake (feat. Tinie Tempah),Labrinth,Electronic Earth (Expanded Edition),"['indie poptimism', 'pop']",61,88,0.54,0.258,0.856,153.071,-3.966,0.1,0.0,0.276,0.109
69,Pumped Up Kicks,Foster The People,Torches,"['indietronica', 'modern rock', 'pop rock', 'rock']",82,76,0.733,0.965,0.71,127.975,-5.849,0.0292,0.115,0.0956,0.145
70,Coming Home,Diddy - Dirty Money,Last Train To Paris,"['hip pop', 'pop rap', 'urban contemporary']",69,59,0.392,0.232,0.839,168.001,-1.921,0.193,0.0,0.3,0.158
71,Beautiful People,Chris Brown,2010s Hits,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",53,90,0.415,0.536,0.775,127.898,-6.366,0.161,0.00431,0.0843,0.0658
72,Just A Kiss,Lady A,Own The Night,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",63,73,0.593,0.332,0.639,142.881,-5.826,0.0307,0.0,0.0998,0.446
73,How To Love,Lil Wayne,Tha Carter IV (Deluxe),"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0,91,0.644,0.272,0.661,153.992,-6.093,0.0418,5.23e-06,0.108,0.000177
74,Bounce (feat. Kelis) - Radio Edit,Calvin Harris,18 Months,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",62,87,0.779,0.759,0.963,127.941,-2.125,0.0399,0.493,0.664,0.0334
75,Buzzin Remix,Mann,Mann's World,[],48,51,0.687,0.539,0.939,104.029,-4.372,0.146,0.0,0.283,0.0887
76,Changed the Way You Kiss Me - Radio Edit,Example,Changed the Way You Kiss Me (Remixes),"['dance pop', 'hip house', 'house', 'pop dance', 'tropical house', 'uk dance']",42,64,0.578,0.188,0.857,126.979,-3.78,0.041,0.00162,0.0948,0.00548
77,Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,"['permanent wave', 'pop']",69,92,0.425,0.333,0.732,117.98,-6.883,0.0396,0.0103,0.171,0.00194
78,Read All About It,Professor Green,Read All About It,['grime'],38,55,0.656,0.445,0.752,100.963,-5.522,0.0434,0.0,0.223,0.336
79,Louder (feat. Sian Evans) - Radio Edit,DJ Fresh,Nextlevelism,"['dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'uk dance']",55,64,0.31,0.493,0.926,139.85,-1.131,0.0464,0.00792,0.483,0.0184
80,Champion (feat. Chris Brown),Chip,F.A.M.E. (Expanded Edition),"['grime', 'instrumental grime', 'london rap', 'uk hip hop']",48,63,0.415,0.52,0.934,190.151,-2.914,0.24,0.0,0.145,0.078
81,Headlines,Drake,Take Care (Deluxe),"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",74,98,0.636,0.425,0.566,151.894,-7.16,0.106,0.000353,0.0917,0.365
82,Down On Me,Jeremih,All About You,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",71,80,0.7,0.594,0.598,160.041,-7.783,0.114,0.0,0.111,0.0369
83,Down With The Trumpets,Rizzle Kicks,Stereo Typical,['uk hip hop'],59,58,0.753,0.794,0.88,115.057,-4.689,0.0806,0.0,0.24,0.087
84,I Follow Rivers - The Magician Remix,Lykke Li,I Follow Rivers (Remixes),"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",51,73,0.786,0.285,0.709,122.019,-5.737,0.0395,0.00118,0.0845,0.0192
85,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,F.A.M.E. (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",71,90,0.767,0.538,0.677,146.155,-6.128,0.184,5.51e-06,0.144,0.0339
86,I Won't Let You Go,James Morrison,The Awakening,"['neo mellow', 'neo soul', 'pop', 'pop rock']",64,68,0.537,0.161,0.611,105.955,-6.427,0.0304,0.0,0.146,0.229
87,Stereo Love - Radio Edit,Edward Maya,Stereo Love,"['dance pop', 'romanian house', 'romanian pop']",65,68,0.799,0.586,0.783,127.041,-3.896,0.0322,0.0186,0.0757,0.0346
88,Shake It Out,Florence + The Machine,Ceremonials (Deluxe Edition),"['baroque pop', 'pop', 'uk alternative pop']",62,80,0.527,0.221,0.804,107.486,-4.168,0.0358,0.0,0.105,0.0104
89,Black and Yellow,Wiz Khalifa,Rolling Papers,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,88,0.684,0.538,0.834,164.02,-4.524,0.0675,0.0,0.271,0.0646
90,Sweat - Remix,Snoop Dogg,Sweat (Snoop Dogg Vs. David Guetta) [Remix],"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",68,87,0.813,0.731,0.732,130.02,-5.636,0.03,0.00137,0.0826,0.0597
91,Skinny Love,Birdy,Birdy,"['pop', 'pop rock']",70,73,0.379,0.169,0.29,166.467,-8.485,0.051,0.00106,0.118,0.952
92,Midnight City,M83,"Hurry up, We're Dreaming","['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",76,73,0.507,0.272,0.729,105.013,-5.399,0.0393,1.4e-06,0.0658,0.0182
93,I Need A Doctor,Dr. Dre,I Need A Doctor,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",70,85,0.594,0.397,0.946,155.826,-4.521,0.452,0.0,0.306,0.0869
94,Wherever You Will Go,Charlene Soraia,Wherever You Will Go,['neo-singer-songwriter'],60,48,0.597,0.128,0.115,111.202,-9.217,0.0334,0.000215,0.111,0.82
95,Springsteen,Eric Church,Chief,"['contemporary country', 'country', 'country road', 'modern country rock']",71,76,0.692,0.927,0.809,104.023,-5.935,0.0255,9.77e-05,0.185,0.1
96,Motivation,Kelly Rowland,Here I Am (Deluxe Version),"['atl hip hop', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",64,71,0.744,0.266,0.672,140.889,-5.589,0.0418,0.000123,0.105,0.187
97,Roll Up,Wiz Khalifa,Rolling Papers,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,88,0.523,0.602,0.805,125.358,-5.473,0.192,0.0,0.0914,0.0524
98,Honey Bee,Blake Shelton,Red River Blue (Deluxe Edition),"['contemporary country', 'country', 'country road', 'oklahoma country']",50,75,0.481,0.723,0.849,205.57,-5.131,0.0385,1.49e-06,0.121,0.00167
99,When We Stand Together,Nickelback,Here and Now (Audio Only Version),"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",65,79,0.446,0.88,0.9,187.961,-3.541,0.0489,1.89e-05,0.0404,0.000102
100,Donald Trump,Mac Miller,Donald Trump - Single,"['hip hop', 'pittsburgh rap', 'rap']",61,88,0.636,0.836,0.901,162.994,-7.094,0.118,0.0,0.391,0.119
